1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
530	0.792846	0.000000	5.618935	0.010000	21.5
531	0.804898	0.000000	5.618935	0.010556	21.6
532	0.790457	0.000000	5.618935	0.010632	26.8
533	0.822326	0.000000	5.618935	0.013165	20.8
534	0.790904	0.000000	5.618935	0.010801	22.3
535	0.790886	0.000000	5.618935	0.010856	21.7
536	0.819991	0.000000	5.618935	0.011585	24.4
537	0.807338	0.000000	5.618935	0.010010	20.1
538	0.786420	0.000000	5.618935	0.009592	21.4
539	0.834031	0.000000	5.618935	0.012656	23.4
540	0.788793	0.000000	5.618935	0.010628	23.9
541	0.779162	0.000000	5.618935	0.010618	18.3
542	0.776474	0.000000	5.618935	0.011619	20.5
543	0.782754	0.000000	5.618935	0.011514	21.6
544	0.770769	0.000000	5.618935	0.009538	24.6
545	0.800964	0.000000	5.618935	0.010302	23.6
546	0.789443	0.000000	5.618935	0.010438	23.9
547	0.771709	0.000000	5.618935	0.010636	22.1
548	0.805369	0.000000	5.618935	0.011198	18.3
549	0.793927	0.000000	5.618935	0.010477	20.7
550	0.776187	0.000000	5.618935	0.011813	20.6
551	0.790581	0.000000	5.618935	0.010835	20.9
552	0.761461	0.000000	5.618935	0.011661	21.0
553	0.786837	0.000000	5.618935	0.010284	19.3
554	0.806215	0.000000	5.618935	0.010189	19.7
555	0.765087	0.000000	5.618935	0.009815	21.3
556	0.780845	0.000000	5.618935	0.011369	22.5
557	0.813198	0.000000	5.618935	0.010066	18.3
558	0.751172	0.000000	5.618935	0.011871	21.6
559	0.765676	0.000000	5.618935	0.009977	20.9
560	0.815993	0.000000	5.618935	0.010322	21.7
561	0.759801	0.000000	5.618935	0.011510	22.0
562	0.739520	0.000000	5.618935	0.010716	22.4
563	0.785736	0.000000	5.618935	0.009929	20.9
564	0.773923	0.000000	5.618935	0.011791	24.3
565	0.748965	0.000000	5.618935	0.011315	23.8
566	0.769892	0.000000	5.618935	0.009668	21.8
567	0.807809	0.000000	5.618935	0.011698	18.9
568	0.751788	0.000000	5.618935	0.010158	20.2
569	0.774700	0.000000	5.618935	0.010643	20.1
570	0.788945	0.000000	5.618935	0.009988	19.9
571	0.771552	0.000000	5.618935	0.010777	21.5
572	0.767530	0.000000	5.618935	0.010439	20.6
573	0.749864	0.000000	5.618935	0.010777	18.2
574	0.773189	0.000000	5.618935	0.010077	20.3
575	0.772866	0.000000	5.618935	0.009971	20.1
576	0.757639	0.000000	5.618935	0.011688	26.0
577	0.801691	0.000000	5.618935	0.010505	22.3
578	0.742815	0.000000	5.618935	0.009774	19.3
579	0.784258	0.000000	5.618935	0.011012	23.9
580	0.760691	0.000000	5.618935	0.009307	24.3
581	0.797843	0.000000	5.618935	0.009576	21.9
582	0.787780	0.000000	5.618935	0.010698	23.9
583	0.770859	0.000000	5.618935	0.010371	22.1
584	0.782180	0.000000	5.618935	0.009523	19.8
585	0.764965	0.000000	5.618935	0.010242	23.7
586	0.766488	0.000000	5.618935	0.010715	23.2
587	0.804553	0.000000	5.618935	0.011490	21.5
588	0.758048	0.000000	5.618935	0.009635	21.9
589	0.822139	0.000000	5.618935	0.010812	22.8
590	0.753570	0.000000	5.618935	0.009761	21.3
591	0.812153	0.000000	5.618935	0.011336	21.5
592	0.784235	0.000000	5.618935	0.009592	20.1
593	0.733643	0.000000	5.618935	0.009270	23.1
594	0.786985	0.000000	5.618935	0.010060	18.3
595	0.791358	0.000000	5.618935	0.009603	21.4
596	0.743071	0.000000	5.618935	0.010304	19.6
597	0.760399	0.000000	5.618935	0.010178	21.1
598	0.772388	0.000000	5.618935	0.009842	20.9
599	0.763355	0.000000	5.618935	0.010705	19.7
600	0.809010	0.000000	5.618935	0.009467	20.2
601	0.772020	0.000000	5.618935	0.009670	23.0
602	0.775398	0.000000	5.618935	0.009514	20.0
603	0.779478	0.000000	5.618935	0.009878	26.5
604	0.754320	0.000000	5.618935	0.011906	22.3
605	0.753598	0.000000	5.618935	0.009549	23.4
606	0.761701	0.000000	5.618935	0.009006	21.2
607	0.755770	0.000000	5.618935	0.009913	23.9
608	0.772836	0.000000	5.618935	0.010905	22.5
609	0.761697	0.000000	5.618935	0.008667	22.2
610	0.753621	0.000000	5.618935	0.008908	19.0
611	0.717713	0.000000	5.618935	0.012728	20.2
612	0.763529	0.000000	5.618935	0.012494	21.2
613	0.773567	0.000000	5.618935	0.009088	19.9
614	0.795539	0.000000	5.618935	0.010797	19.6
615	0.771476	0.000000	5.618935	0.009984	21.4
616	0.772540	0.000000	5.618935	0.012211	20.1
617	0.776636	0.000000	5.618935	0.008892	22.0
618	0.765132	0.000000	5.618935	0.009856	22.4
619	0.731462	0.000000	5.618935	0.009791	22.7
620	0.780208	0.000000	5.618935	0.009022	20.5
621	0.763736	0.000000	5.618935	0.010420	22.0
622	0.778328	0.000000	5.618935	0.010197	20.6
623	0.787831	0.000000	5.618935	0.010356	21.7
624	0.783764	0.000000	5.618935	0.009852	21.7
625	0.749297	0.000000	5.618935	0.010043	22.3
626	0.733110	0.000000	5.618935	0.009333	20.7
627	0.754654	0.000000	5.618935	0.008597	21.8
628	0.765682	0.000000	5.618935	0.009801	21.9
629	0.750991	0.000000	5.618935	0.009869	22.6
630	0.784180	0.000000	5.618935	0.008775	18.9
631	0.742577	0.000000	5.618935	0.009026	23.2
632	0.754676	0.000000	5.618935	0.010314	25.0
633	0.766350	0.000000	5.618935	0.009421	24.8
634	0.718531	0.000000	5.618935	0.010585	19.8
635	0.750749	0.000000	5.618935	0.010116	20.3
636	0.759275	0.000000	5.618935	0.011786	19.2
637	0.769524	0.000000	5.618935	0.008610	22.8
638	0.758567	0.000000	5.618935	0.010912	26.1
639	0.741680	0.000000	5.618935	0.010689	19.6
640	0.701095	0.000000	5.618935	0.012285	18.3
641	0.764070	0.000000	5.618935	0.010116	19.5
642	0.746179	0.000000	5.618935	0.009979	20.7
643	0.775013	0.000000	5.618935	0.008734	24.4
644	0.752424	0.000000	5.618935	0.010200	19.8
645	0.732679	0.000000	5.618935	0.010688	20.1
646	0.762247	0.000000	5.618935	0.009609	19.2
647	0.759897	0.000000	5.618935	0.009022	19.7
648	0.760424	0.000000	5.618935	0.008694	21.0
649	0.757703	0.000000	5.618935	0.010377	20.5
650	0.773171	0.000000	5.618935	0.009360	22.0
651	0.765512	0.000000	5.618935	0.008808	21.7
652	0.723243	0.000000	5.618935	0.008759	20.9
653	0.742017	0.000000	5.618935	0.008700	21.6
654	0.737972	0.000000	5.618935	0.009384	21.8
655	0.772956	0.000000	5.618935	0.010750	22.4
656	0.775243	0.000000	5.618935	0.009335	20.4
657	0.743827	0.000000	5.618935	0.010828	22.9
658	0.791336	0.000000	5.618935	0.010270	18.6
659	0.709994	0.000000	5.618935	0.012426	21.6
660	0.743155	0.000000	5.618935	0.009567	21.3
661	0.737081	0.000000	5.618935	0.008670	23.4
662	0.745796	0.000000	5.618935	0.010580	19.1
663	0.747939	0.000000	5.618935	0.008376	21.2
664	0.740941	0.000000	5.618935	0.009172	24.3
665	0.770055	0.000000	5.618935	0.010515	22.8
666	0.729236	0.000000	5.618935	0.011533	20.7
667	0.740188	0.000000	5.618935	0.008470	25.4
668	0.727551	0.000000	5.618935	0.008825	25.7
669	0.759289	0.000000	5.618935	0.010367	21.7
670	0.710336	0.000000	5.618935	0.010288	20.5
671	0.770979	0.000000	5.618935	0.008239	21.8
672	0.698546	0.000000	5.618935	0.010313	24.6
673	0.733279	0.000000	5.618935	0.010218	22.2
674	0.743856	0.000000	5.618935	0.008285	19.7
675	0.742154	0.000000	5.618935	0.009139	23.7
676	0.751734	0.000000	5.618935	0.008680	21.6
677	0.761737	0.000000	5.618935	0.009846	20.8
678	0.718311	0.000000	5.618935	0.009321	22.1
679	0.746992	0.000000	5.618935	0.010450	22.3
680	0.760746	0.000000	5.618935	0.009085	22.6
681	0.742276	0.000000	5.618935	0.009612	19.4
682	0.742562	0.000000	5.618935	0.009055	23.5
683	0.718999	0.000000	5.618935	0.008653	23.8
684	0.760116	0.000000	5.618935	0.008830	22.6
685	0.783013	0.000000	5.618935	0.011812	22.9
686	0.776978	0.000000	5.618935	0.011165	22.5
687	0.769108	0.000000	5.618935	0.008812	20.3
688	0.756089	0.000000	5.618935	0.008605	19.9
689	0.706044	0.000000	5.618935	0.008310	21.4
690	0.743923	0.000000	5.618935	0.008394	23.7
691	0.748067	0.000000	5.618935	0.008309	20.3
692	0.736322	0.000000	5.618935	0.008165	20.9
693	0.742073	0.000000	5.618935	0.008893	23.0
694	0.757000	0.000000	5.618935	0.008610	18.5
695	0.741611	0.000000	5.618935	0.008766	23.5
696	0.745381	0.000000	5.618935	0.009064	22.9
697	0.743397	0.000000	5.618935	0.008400	21.4
698	0.739287	0.000000	5.618935	0.009422	22.8
699	0.754169	0.000000	5.618935	0.010438	23.6
700	0.756427	0.000000	5.618935	0.010362	24.2
701	0.781698	0.000000	5.618935	0.009899	20.5
702	0.757226	0.000000	5.618935	0.008323	20.2
703	0.730018	0.000000	5.618935	0.010679	21.7
704	0.766527	0.000000	5.618935	0.009682	22.6
705	0.752078	0.000000	5.618935	0.009739	20.6
706	0.722002	0.000000	5.618935	0.008686	20.4
707	0.754910	0.000000	5.618935	0.011436	23.6
708	0.737223	0.000000	5.618935	0.010492	23.6
709	0.740795	0.000000	5.618935	0.009220	22.7
710	0.771617	0.000000	5.618935	0.010031	22.2
711	0.766722	0.000000	5.618935	0.008642	24.5
712	0.732757	0.000000	5.618935	0.008940	23.9
713	0.739172	0.000000	5.618935	0.008085	26.0
714	0.745442	0.000000	5.618935	0.008793	21.8
715	0.728711	0.000000	5.618935	0.009333	22.3
716	0.742026	0.000000	5.618935	0.009323	21.2
717	0.756780	0.000000	5.618935	0.008829	22.4
718	0.749674	0.000000	5.618935	0.008325	22.8
719	0.748369	0.000000	5.618935	0.009470	21.3
720	0.756444	0.000000	5.618935	0.009608	20.0
721	0.728978	0.000000	5.618935	0.011047	19.8
722	0.744209	0.000000	5.618935	0.009173	20.2
723	0.776880	0.000000	5.618935	0.008681	19.8
724	0.712485	0.000000	5.618935	0.009848	19.4
725	0.736826	0.000000	5.618935	0.008650	18.4
726	0.744465	0.000000	5.618935	0.009403	21.3
727	0.764598	0.000000	5.618935	0.008806	22.0
728	0.727281	0.000000	5.618935	0.007608	23.8
729	0.731823	0.000000	5.618935	0.009695	26.7
730	0.691004	0.000000	5.618935	0.009727	18.3
731	0.714621	0.000000	5.618935	0.010137	20.4
732	0.730880	0.000000	5.618935	0.008045	19.0
733	0.711913	0.000000	5.618935	0.009517	19.8
734	0.736401	0.000000	5.618935	0.009247	21.0
735	0.710914	0.000000	5.618935	0.008066	19.0
736	0.715378	0.000000	5.618935	0.008569	21.5
737	0.768653	0.000000	5.618935	0.008628	23.6
738	0.765083	0.000000	5.618935	0.008798	22.0
739	0.677446	0.000000	5.618935	0.009724	23.5
740	0.703033	0.000000	5.618935	0.007880	21.2
741	0.758299	0.000000	5.618935	0.009211	21.5
742	0.732833	0.000000	5.618935	0.008269	20.9
743	0.730107	0.000000	5.618935	0.007775	23.8
744	0.733504	0.000000	5.618935	0.007764	22.4
745	0.734065	0.000000	5.618935	0.009401	24.2
746	0.730542	0.000000	5.618935	0.008390	21.5
747	0.731572	0.000000	5.618935	0.008732	22.5
748	0.696674	0.000000	5.618935	0.011483	21.3
749	0.713707	0.000000	5.618935	0.007940	20.8
750	0.725478	0.000000	5.618935	0.008669	19.2
751	0.717408	0.000000	5.618935	0.008141	22.3
752	0.758221	0.000000	5.618935	0.009367	21.4
753	0.715035	0.000000	5.618935	0.007983	22.8
754	0.700833	0.000000	5.618935	0.008136	22.8
755	0.698282	0.000000	5.618935	0.007846	21.9
756	0.742750	0.000000	5.618935	0.008213	20.8
757	0.739464	0.000000	5.618935	0.009119	19.6
758	0.714578	0.000000	5.618935	0.008312	20.0
759	0.731786	0.000000	5.618935	0.008666	22.2
760	0.760820	0.000000	5.618935	0.011270	21.5
761	0.756965	0.000000	5.618935	0.008853	22.2
762	0.749367	0.000000	5.618935	0.008981	20.8
763	0.742294	0.000000	5.618935	0.007789	22.4
764	0.743466	0.000000	5.618935	0.008434	21.7
765	0.704796	0.000000	5.618935	0.009849	21.6
766	0.698181	0.000000	5.618935	0.009177	18.5
767	0.727798	0.000000	5.618935	0.008298	21.4
768	0.724981	0.000000	5.618935	0.007757	18.5
769	0.733874	0.000000	5.618935	0.008148	20.3
770	0.792566	0.000000	5.618935	0.009067	20.1
771	0.719798	0.000000	5.618935	0.008903	20.0
772	0.715005	0.000000	5.618935	0.008764	20.1
773	0.769500	0.000000	5.618935	0.010639	20.1
774	0.773524	0.000000	5.618935	0.009386	21.7
775	0.709066	0.000000	5.618935	0.009176	26.3
776	0.743909	0.000000	5.618935	0.008147	22.0
777	0.727358	0.000000	5.618935	0.009514	23.6
778	0.719717	0.000000	5.618935	0.007391	18.4
779	0.722593	0.000000	5.618935	0.009731	19.6
780	0.706286	0.000000	5.618935	0.008302	20.1
781	0.721661	0.000000	5.618935	0.007226	19.0
782	0.722245	0.000000	5.618935	0.009477	19.9
783	0.698707	0.000000	5.618935	0.008063	22.9
784	0.723049	0.000000	5.618935	0.009158	21.7
785	0.718476	0.000000	5.618935	0.008188	22.1
786	0.716119	0.000000	5.618935	0.009069	22.2
787	0.734057	0.000000	5.618935	0.007976	23.4
788	0.732244	0.000000	5.618935	0.008418	20.8
789	0.717544	0.000000	5.618935	0.007426	22.8
790	0.729818	0.000000	5.618935	0.009054	24.3
791	0.763251	0.000000	5.618935	0.009326	23.1
792	0.737054	0.000000	5.618935	0.008265	25.7
793	0.711431	0.000000	5.618935	0.007478	21.2
794	0.696146	0.000000	5.618935	0.009296	23.6
795	0.749120	0.000000	5.618935	0.007361	22.8
796	0.708186	0.000000	5.618935	0.008697	18.7
797	0.762313	0.000000	5.618935	0.011342	19.7
798	0.740539	0.000000	5.618935	0.008995	18.6
799	0.719770	0.000000	5.618935	0.007227	20.8
800	0.702730	0.000000	5.618935	0.009065	22.1
801	0.686214	0.000000	5.618935	0.006908	21.3
802	0.721047	0.000000	5.618935	0.008344	18.4
803	0.704498	0.000000	5.618935	0.009021	19.9
804	0.708470	0.000000	5.618935	0.007676	18.9
805	0.697333	0.000000	5.618935	0.008118	23.0
806	0.729198	0.000000	5.618935	0.009196	20.7
807	0.697959	0.000000	5.618935	0.008516	25.4
808	0.696679	0.000000	5.618935	0.007290	24.5
809	0.702794	0.000000	5.618935	0.008475	26.3
810	0.716740	0.000000	5.618935	0.008213	23.7
811	0.721020	0.000000	5.618935	0.008268	21.5
812	0.753963	0.000000	5.618935	0.009327	18.6
813	0.721215	0.000000	5.618935	0.008621	21.0
814	0.697093	0.000000	5.618935	0.008247	22.1
815	0.734320	0.000000	5.618935	0.007576	18.6
816	0.724996	0.000000	5.618935	0.012429	25.3
817	0.729227	0.000000	5.618935	0.008483	23.3
818	0.710363	0.000000	5.618935	0.009404	25.4
819	0.718953	0.000000	5.618935	0.008244	20.3
820	0.680062	0.000000	5.618935	0.007661	26.4
821	0.735945	0.000000	5.618935	0.009086	25.7
822	0.687557	0.000000	5.618935	0.008871	21.9
823	0.736207	0.000000	5.618935	0.007862	22.0
824	0.719106	0.000000	5.618935	0.008744	22.5
825	0.707074	0.000000	5.618935	0.009108	19.4
826	0.668530	0.000000	5.618935	0.007957	20.6
827	0.704952	0.000000	5.618935	0.009160	22.5
828	0.700694	0.000000	5.618935	0.007348	22.7
829	0.719029	0.000000	5.618935	0.008866	21.9
830	0.711057	0.000000	5.618935	0.009724	23.2
831	0.711944	0.000000	5.618935	0.008836	18.2
832	0.693263	0.000000	5.618935	0.008571	22.6
833	0.711520	0.000000	5.618935	0.009193	21.0
834	0.721889	0.000000	5.618935	0.008758	23.5
835	0.687167	0.000000	5.618935	0.007440	22.7
836	0.707716	0.000000	5.618935	0.007361	21.7
837	0.690497	0.000000	5.618935	0.008481	20.3
838	0.718393	0.000000	5.618935	0.007664	21.0
839	0.725473	0.000000	5.618935	0.008595	20.1
840	0.692099	0.000000	5.618935	0.008896	19.9
841	0.698285	0.000000	5.618935	0.007462	19.0
842	0.709427	0.000000	5.618935	0.007376	21.5
843	0.733462	0.000000	5.618935	0.007974	19.6
844	0.716007	0.000000	5.618935	0.007598	19.0
845	0.714314	0.000000	5.618935	0.007543	17.6
846	0.696067	0.000000	5.618935	0.009024	19.5
847	0.725427	0.000000	5.618935	0.008151	19.2
848	0.696550	0.000000	5.618935	0.007910	17.7
849	0.676723	0.000000	5.618935	0.008866	19.1
850	0.717891	0.000000	5.618935	0.008007	20.8
851	0.688241	0.000000	5.618935	0.008304	20.7
852	0.689745	0.000000	5.618935	0.008402	19.0
853	0.708000	0.000000	5.618935	0.010083	20.1
854	0.707424	0.000000	5.618935	0.009201	22.8
855	0.713609	0.000000	5.618935	0.008683	22.3
856	0.692435	0.000000	5.618935	0.010441	23.8
857	0.733368	0.000000	5.618935	0.007922	23.0
858	0.711958	0.000000	5.618935	0.007588	21.6
859	0.665094	0.000000	5.618935	0.010942	20.4
860	0.718814	0.000000	5.618935	0.007279	19.3
861	0.688806	0.000000	5.618935	0.008057	21.9
862	0.710799	0.000000	5.618935	0.007734	23.9
863	0.688281	0.000000	5.618935	0.008646	22.1
864	0.695699	0.000000	5.618935	0.007886	20.5
865	0.712966	0.000000	5.618935	0.007146	22.0
866	0.708133	0.000000	5.618935	0.008707	22.6
867	0.694532	0.000000	5.618935	0.007532	21.5
868	0.709119	0.000000	5.618935	0.008066	18.5
869	0.685247	0.000000	5.618935	0.007802	19.8
870	0.697870	0.000000	5.618935	0.007627	18.5
871	0.708505	0.000000	5.618935	0.007601	20.9
872	0.684858	0.000000	5.618935	0.010056	21.1
873	0.713809	0.000000	5.618935	0.008706	20.7
874	0.702761	0.000000	5.618935	0.008705	23.3
875	0.701098	0.000000	5.618935	0.007552	21.5
876	0.692178	0.000000	5.618935	0.007917	21.0
877	0.714724	0.000000	5.618935	0.006891	23.5
878	0.710478	0.000000	5.618935	0.008107	23.1
879	0.702211	0.000000	5.618935	0.007774	21.5
880	0.705561	0.000000	5.618935	0.008797	22.3
881	0.717001	0.000000	5.618935	0.007428	21.0
882	0.684272	0.000000	5.618935	0.007741	20.2
883	0.722419	0.000000	5.618935	0.008353	21.7
884	0.705079	0.000000	5.618935	0.008585	18.3
885	0.705388	0.000000	5.618935	0.008842	19.4
886	0.698130	0.000351	5.618841	0.009657	17.9
887	0.716794	0.000000	5.618935	0.008211	20.8
888	0.654710	0.000000	5.618935	0.008235	19.3
889	0.709162	0.000000	5.618935	0.008333	19.6
890	0.730003	0.000000	5.618935	0.008656	19.0
891	0.686864	0.000000	5.618935	0.008174	19.9
892	0.663464	0.000000	5.618935	0.007265	18.7
893	0.708331	0.000000	5.618935	0.008944	21.7
894	0.692675	0.000000	5.618935	0.009086	23.2
895	0.712705	0.000000	5.618935	0.008801	19.9
896	0.717010	0.000000	5.618935	0.008753	19.2
897	0.705666	0.000000	5.618935	0.008034	19.7
898	0.684944	0.000000	5.618935	0.008293	25.0
899	0.687814	0.000000	5.618935	0.008956	20.4
900	0.695089	0.000000	5.618935	0.007813	25.4
901	0.695618	0.000000	5.618935	0.008623	24.4
902	0.656073	0.000000	5.618935	0.008353	19.4
903	0.683611	0.000000	5.618935	0.007143	20.4
904	0.680139	0.000000	5.618935	0.007119	20.6
905	0.694862	0.000000	5.618935	0.008388	19.1
906	0.695001	0.000000	5.618935	0.008249	19.6
907	0.679819	0.000000	5.618935	0.007582	19.6
908	0.710722	0.000000	5.618935	0.007791	20.9
909	0.715479	0.000000	5.618935	0.007433	22.3
910	0.714071	0.000000	5.618935	0.006601	27.8
911	0.661951	0.000000	5.618935	0.007206	20.6
912	0.693856	0.000000	5.618935	0.006973	22.3
913	0.717084	0.000000	5.618935	0.008277	22.6
914	0.696804	0.000000	5.618935	0.007576	30.1
915	0.724151	0.000000	5.618935	0.008653	26.2
916	0.696374	0.000000	5.618935	0.006853	27.1
917	0.708083	0.000000	5.618935	0.007526	25.8
918	0.688747	0.000000	5.618935	0.010140	20.3
919	0.674378	0.000000	5.618935	0.008540	23.3
920	0.710354	0.000000	5.618935	0.012248	24.1
921	0.711247	0.002775	5.618193	0.007979	22.1
922	0.702899	0.000000	5.618935	0.007550	20.8
923	0.684868	0.000000	5.618935	0.010911	23.4
924	0.688615	0.000000	5.618935	0.007204	22.6
925	0.707956	0.000000	5.618935	0.007937	18.7
926	0.684707	0.000000	5.618935	0.008111	25.1
927	0.705688	0.000000	5.618935	0.007460	21.9
928	0.682864	0.000000	5.618935	0.008174	23.8
929	0.720977	0.000000	5.618935	0.007420	22.0
930	0.745864	0.000000	5.618935	0.010156	21.8
931	0.710469	0.000000	5.618935	0.007632	24.4
932	0.691933	0.000000	5.618935	0.007310	25.1
933	0.724246	0.000000	5.618935	0.007420	18.2
934	0.686126	0.000000	5.618935	0.007649	25.3
935	0.668520	0.000000	5.618935	0.007587	23.4
936	0.699729	0.000000	5.618935	0.007681	22.5
937	0.695238	0.000000	5.618935	0.008044	22.5
938	0.713065	0.000000	5.618935	0.008182	21.4
939	0.709966	0.000000	5.618935	0.006641	19.1
940	0.706326	0.000000	5.618935	0.007374	22.1
941	0.692582	0.000000	5.618935	0.007458	22.5
942	0.691016	0.000000	5.618935	0.006681	22.7
943	0.697487	0.000000	5.618935	0.007623	21.3
944	0.734076	0.000000	5.618935	0.008565	22.7
945	0.694442	0.000000	5.618935	0.009397	23.0
946	0.652273	0.000000	5.618935	0.007688	20.9
947	0.683582	0.000000	5.618935	0.008957	22.8
948	0.730540	0.000000	5.618935	0.009324	23.6
949	0.658020	0.000000	5.618935	0.009606	23.2
950	0.691292	0.000000	5.618935	0.008370	21.5
951	0.687560	0.000000	5.618935	0.008078	22.5
952	0.695386	0.000000	5.618935	0.008594	22.2
953	0.694597	0.000000	5.618935	0.008723	20.0
954	0.695139	0.000000	5.618935	0.007093	20.9
955	0.658942	0.000000	5.618935	0.007657	20.1
956	0.699505	0.000000	5.618935	0.007394	20.4
957	0.695654	0.000000	5.618935	0.008294	22.1
958	0.707380	0.000000	5.618935	0.008685	20.8
959	0.707815	0.000000	5.618935	0.008829	22.2
960	0.693871	0.000000	5.618935	0.007578	20.9
961	0.704418	0.000000	5.618935	0.006955	20.2
962	0.709903	0.000000	5.618935	0.006711	24.0
963	0.694035	0.000000	5.618935	0.007735	23.0
964	0.650661	0.000000	5.618935	0.007690	20.3
965	0.693687	0.000000	5.618935	0.006673	21.7
966	0.702539	0.000000	5.618935	0.007006	24.0
967	0.701558	0.000000	5.618935	0.008997	26.3
968	0.672368	0.000000	5.618935	0.008039	21.6
969	0.693959	0.000000	5.618935	0.007019	22.0
970	0.670227	0.000000	5.618935	0.007226	21.8
971	0.655129	0.000000	5.618935	0.006997	21.4
972	0.721794	0.000000	5.618935	0.007162	22.3
973	0.674761	0.000000	5.618935	0.007308	21.4
974	0.689635	0.000000	5.618935	0.007728	23.2
975	0.678337	0.000000	5.618935	0.007587	23.0
976	0.664412	0.000000	5.618935	0.007012	22.9
977	0.711484	0.000000	5.618935	0.008689	20.7
978	0.708027	0.000000	5.618935	0.006830	26.8
979	0.659183	0.000000	5.618935	0.007143	22.7
980	0.672173	0.000000	5.618935	0.007676	22.5
981	0.667347	0.000000	5.618935	0.006320	22.6
982	0.720912	0.000000	5.618935	0.007059	22.8
983	0.671747	0.000000	5.618935	0.007964	22.6
984	0.691292	0.000000	5.618935	0.007400	22.7
985	0.714357	0.000000	5.618935	0.008098	26.5
986	0.685519	0.000000	5.618935	0.006628	21.5
987	0.720002	0.000000	5.618935	0.008572	20.4
988	0.683918	0.000000	5.618935	0.007417	19.8
989	0.688911	0.000000	5.618935	0.006770	25.1
990	0.668923	0.000000	5.618935	0.007080	26.8
991	0.694321	0.000000	5.618935	0.009742	23.0
992	0.698665	0.000000	5.618935	0.007466	21.2
993	0.660645	0.000000	5.618935	0.007830	25.5
994	0.701526	0.000000	5.618935	0.009321	25.2
995	0.716397	0.000000	5.618935	0.007370	23.5
996	0.693492	0.000000	5.618935	0.008263	20.3
997	0.718018	0.000000	5.618935	0.008953	20.3
998	0.697982	0.000000	5.618935	0.006830	19.2
999	0.679440	0.000000	5.618935	0.007173	19.3
1000	0.695631	0.000000	5.618935	0.006972	19.7
1001	0.692652	0.000000	5.618935	0.006661	19.8
1002	0.670165	0.000000	5.618935	0.007659	26.0
1003	0.669974	0.000000	5.618935	0.008235	21.5
1004	0.706867	0.000000	5.618935	0.007407	21.3
1005	0.709152	0.000000	5.618935	0.008148	25.9
1006	0.721473	0.000000	5.618935	0.008256	22.3
1007	0.696148	0.000000	5.618935	0.007963	22.2
1008	0.655159	0.000000	5.618935	0.009193	20.6
1009	0.707443	0.000000	5.618935	0.006939	21.6
1010	0.686255	0.000000	5.618935	0.006553	22.3
1011	0.701834	0.000000	5.618935	0.009229	19.9
1012	0.692743	0.000000	5.618935	0.006425	26.2
1013	0.660387	0.000000	5.618935	0.006513	25.6
1014	0.659003	0.000000	5.618935	0.007646	20.2
1015	0.623291	0.000000	5.618935	0.006931	20.9
1016	0.677606	0.000000	5.618935	0.008859	21.3
1017	0.695281	0.000000	5.618935	0.009656	19.8
1018	0.651413	0.000000	5.618935	0.006841	20.7
1019	0.688271	0.000000	5.618935	0.008131	20.0
1020	0.683763	0.000000	5.618935	0.006228	19.9
1021	0.703957	0.000000	5.618935	0.007893	22.1
1022	0.689938	0.000000	5.618935	0.006861	20.2
1023	0.666256	0.000000	5.618935	0.006595	20.1
1024	0.690561	0.000000	5.618935	0.007363	19.0
1025	0.657641	0.000000	5.618935	0.007332	23.3
1026	0.696316	0.000000	5.618935	0.006965	21.0
1027	0.659587	0.000000	5.618935	0.009541	22.2
1028	0.699943	0.000000	5.618935	0.007751	20.5
1029	0.678151	0.000000	5.618935	0.008961	21.4
1030	0.662513	0.000000	5.618935	0.008225	24.8
1031	0.683454	0.000000	5.618935	0.007497	23.1
1032	0.682635	0.000000	5.618935	0.006858	22.5
1033	0.712457	0.000000	5.618935	0.006590	20.6
1034	0.679267	0.000000	5.618935	0.006726	20.4
1035	0.689269	0.000000	5.618935	0.007741	26.0
1036	0.696341	0.000000	5.618935	0.010089	24.1
1037	0.706995	0.000000	5.618935	0.007113	22.4
1038	0.667723	0.000000	5.618935	0.008384	24.4
1039	0.694882	0.000000	5.618935	0.009583	19.2
1040	0.694784	0.000000	5.618935	0.007110	21.0
1041	0.701384	0.000000	5.618935	0.008474	23.5
1042	0.718240	0.000000	5.618935	0.008294	20.8
1043	0.707806	0.000000	5.618935	0.008049	18.3
1044	0.659442	0.000000	5.618935	0.007349	20.4
1045	0.672814	0.000000	5.618935	0.007641	19.1
1046	0.690418	0.000000	5.618935	0.008822	21.0
1047	0.672416	0.000000	5.618935	0.008529	21.0
1048	0.679136	0.000000	5.618935	0.007416	24.9
1049	0.673468	0.000000	5.618935	0.005947	19.7
1050	0.680024	0.000000	5.618935	0.007419	21.9
1051	0.665008	0.000000	5.618935	0.007399	24.5
1052	0.673313	0.000000	5.618935	0.007357	32.8
1053	0.688102	0.000000	5.618935	0.007523	24.5
1054	0.698535	0.000000	5.618935	0.007144	21.6
1055	0.675771	0.000000	5.618935	0.007998	22.8
1056	0.701389	0.000000	5.618935	0.007437	21.7
1057	0.680192	0.000000	5.618935	0.006023	20.2
1058	0.685972	0.000000	5.618935	0.007666	21.0
1059	0.653916	0.000000	5.618935	0.006309	19.7
1060	0.688232	0.000000	5.618935	0.006052	18.2
1061	0.666605	0.000000	5.618935	0.007657	20.5
1062	0.670603	0.000000	5.618935	0.007549	22.5
1063	0.683459	0.000000	5.618935	0.007313	18.4
