1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
193	0.932945	19.364262	16.890052	0.019539	11.9
194	0.920933	19.505967	16.830964	0.018772	7.6
195	1.186999	19.428113	16.863376	0.023518	4.9
196	1.111065	19.337209	16.901379	0.022922	4.8
197	0.867813	19.326352	16.905930	0.018881	4.9
198	1.066962	19.232593	16.945328	0.025612	5.7
199	0.998746	19.269849	16.929650	0.032112	7.2
200	1.105012	19.174505	16.969829	0.024748	7.0
201	1.013540	19.182567	16.966424	0.019248	6.1
202	0.984020	19.090100	17.005557	0.019066	4.3
203	0.993925	19.024084	17.033606	0.022008	8.2
204	0.893226	19.012835	17.038395	0.023338	4.6
205	1.017176	19.060855	17.017971	0.024241	4.3
206	1.040274	18.964332	17.059074	0.018642	6.8
207	1.104979	18.869374	17.099703	0.024868	5.9
208	1.091425	18.776713	17.139538	0.024334	8.2
209	0.923622	18.994355	17.046268	0.024892	5.7
210	0.898016	18.962760	17.059744	0.026354	4.9
211	0.971230	18.866937	17.100749	0.017040	6.7
212	0.977371	18.845969	17.109747	0.022907	5.6
213	1.081175	18.880688	17.094852	0.025110	4.3
214	0.944691	18.794433	17.131906	0.022814	4.8
215	0.988697	19.620751	16.783404	0.030965	7.7
216	1.023977	19.636678	16.776826	0.018014	6.3
217	0.994689	19.791169	16.713286	0.023021	4.2
218	0.948959	19.703574	16.749253	0.020893	4.9
219	0.882701	19.640121	16.775405	0.019023	6.7
220	1.112128	19.553045	16.811425	0.023000	5.0
221	1.011221	19.499496	16.833653	0.027758	2.9
222	1.100551	19.654552	16.769450	0.018745	3.0
223	1.060560	19.570760	16.804084	0.028317	3.0
224	1.192980	19.475396	16.843676	0.024721	5.1
225	1.028724	19.414477	16.869066	0.022005	5.6
226	1.086866	20.253612	16.525934	0.021005	5.6
227	0.834079	20.244797	16.529466	0.030558	4.6
228	1.013793	20.432531	16.454570	0.030691	6.0
229	1.043958	20.606024	16.385956	0.029924	15.7
230	1.055650	20.574936	16.398209	0.020015	5.5
231	0.860199	21.295784	16.118734	0.019793	5.5
232	1.108569	21.203020	16.154163	0.035477	6.6
233	1.153817	21.543601	16.024842	0.022740	4.3
234	0.972285	21.708525	15.962960	0.021237	5.3
235	0.969208	21.630719	15.992094	0.024977	5.0
236	1.067613	21.534458	16.028286	0.023420	4.9
237	0.985527	22.255475	15.761114	0.024787	6.9
238	0.870432	23.134256	15.447286	0.018748	4.4
239	1.067897	23.039712	15.480448	0.022895	3.6
240	0.982065	23.168573	15.435284	0.023978	4.7
241	0.890809	23.072141	15.469057	0.027152	4.7
242	0.942402	22.985937	15.499374	0.018452	6.1
243	0.993339	22.893166	15.532133	0.020971	4.5
244	0.984543	22.829908	15.554550	0.021753	3.1
245	0.877324	22.773229	15.574690	0.018520	3.1
246	0.884499	22.681264	15.607480	0.027378	5.2
247	1.012903	22.586578	15.641386	0.020169	2.9
248	1.029230	23.217252	15.418291	0.019696	4.4
249	0.863352	23.123833	15.450935	0.018464	5.5
250	1.021961	23.034611	15.482241	0.018758	4.2
251	0.929932	23.084851	15.464597	0.019258	4.9
252	1.013784	23.068218	15.470434	0.033927	5.5
253	1.062647	23.531654	15.309435	0.023558	4.8
254	0.925259	24.272102	15.059042	0.018316	4.6
255	1.074991	24.209360	15.079941	0.036528	4.6
256	1.041960	24.219471	15.076569	0.023223	4.5
257	0.915328	24.805822	14.883577	0.018412	14.7
258	0.916984	24.716915	14.912521	0.021045	4.9
259	1.006887	24.811274	14.881806	0.026073	4.9
260	1.018958	24.825615	14.877148	0.030028	5.4
261	0.912097	25.809538	14.564435	0.023732	8.7
262	0.894104	26.735140	14.282025	0.014590	4.4
263	1.046405	26.742914	14.279700	0.023935	5.8
264	1.030668	26.841675	14.250222	0.023858	6.3
265	0.966424	26.760350	14.274486	0.029042	5.7
266	0.918210	26.665675	14.302839	0.022378	5.6
267	0.989611	26.687786	14.296207	0.020470	5.6
268	1.129223	26.598608	14.322992	0.018952	4.9
269	0.934266	26.510760	14.349475	0.020359	4.7
270	0.932351	26.422739	14.376109	0.020807	7.5
271	0.937780	26.326849	14.405237	0.027441	7.5
272	0.912612	26.519329	14.346888	0.023750	2.6
273	1.057622	26.423127	14.375992	0.022664	3.0
274	1.101440	27.082877	14.178737	0.017930	5.2
275	0.914773	27.023577	14.196245	0.022422	3.1
276	0.995550	26.933319	14.222977	0.022245	5.2
277	0.963266	27.887164	13.945470	0.019390	6.9
278	0.992339	27.812574	13.966780	0.021430	5.6
279	0.962749	27.737083	13.988414	0.018110	4.9
280	1.049088	27.691941	14.001382	0.022162	4.8
281	0.969571	27.613892	14.023861	0.018995	4.5
282	0.991566	28.375112	13.807654	0.021109	5.9
283	0.995854	28.753374	13.702678	0.018217	4.3
284	0.923571	28.659260	13.728647	0.022105	4.2
285	1.089589	29.164637	13.590340	0.023876	3.2
286	0.897087	29.068155	13.616529	0.015298	3.0
287	0.845997	28.977713	13.641170	0.022423	4.9
288	0.990524	28.902777	13.661654	0.019019	4.6
289	0.933402	29.379262	13.532443	0.024588	8.3
290	1.055405	29.286936	13.557288	0.021562	4.4
291	1.001091	29.425010	13.520165	0.018937	3.0
292	0.958341	29.329237	13.545893	0.016632	3.2
293	1.105255	29.241670	13.569503	0.021761	3.1
294	1.014782	29.149297	13.594497	0.019233	5.0
295	1.046893	29.365930	13.536025	0.024203	4.8
296	0.964543	29.559921	13.484089	0.025434	6.9
297	0.876865	29.475334	13.506686	0.022833	4.9
298	1.054184	29.379566	13.532361	0.020679	3.0
299	0.940884	29.534337	13.490915	0.019878	3.0
300	0.980407	29.549894	13.486764	0.027176	3.0
301	1.024759	29.476462	13.506384	0.021159	3.5
302	0.951316	29.398489	13.527280	0.017471	2.9
303	0.973827	29.491055	13.502480	0.028733	3.0
304	1.012305	29.944541	13.382287	0.022882	4.9
305	0.929449	30.133782	13.332761	0.025746	6.4
306	0.905887	30.936441	13.126708	0.018677	4.2
307	0.943165	30.851517	13.148207	0.020211	3.0
308	1.001275	30.905367	13.134566	0.025776	2.9
309	1.101989	31.071053	13.092773	0.023455	4.9
310	0.975464	30.974665	13.117054	0.018259	6.5
311	0.981227	30.908032	13.133892	0.022991	4.5
312	1.067792	30.811780	13.158291	0.018461	3.0
313	0.956049	30.977219	13.116409	0.028317	3.1
314	0.985790	30.881108	13.140708	0.016892	4.6
315	1.137497	30.873278	13.142691	0.026734	3.1
316	0.957512	30.777166	13.167087	0.022500	4.9
317	1.008076	31.044719	13.099398	0.021436	4.7
318	0.919854	31.121563	13.080085	0.023415	9.8
319	0.956641	31.160615	13.070292	0.025477	3.9
320	0.860556	31.273016	13.042187	0.014902	3.8
321	0.880070	31.183734	13.064502	0.024425	4.5
322	0.866193	31.107411	13.083637	0.021660	5.2
323	0.891532	31.183570	13.064543	0.022120	5.2
324	1.000481	31.136733	13.076279	0.020304	5.6
325	0.917341	31.057115	13.096279	0.028050	5.1
326	0.870642	30.961064	13.120487	0.021311	4.3
327	0.925673	30.864605	13.144889	0.022472	3.9
328	0.960492	30.798409	13.161687	0.029681	4.8
329	0.799913	30.772298	13.168326	0.022049	3.0
330	0.773743	31.765183	12.920536	0.015408	3.0
331	1.019723	31.696457	12.937387	0.020079	5.3
332	0.919554	31.678314	12.941843	0.019288	3.5
333	1.008753	31.601918	12.960639	0.017976	5.9
334	0.892310	31.512960	12.982595	0.023194	4.6
335	0.993411	31.460911	12.995475	0.027681	4.6
336	0.790624	31.366081	13.019009	0.019772	4.6
337	0.830194	31.408302	13.008520	0.029038	4.9
338	1.003303	31.639812	12.951309	0.018179	11.3
339	0.946508	32.564032	12.727841	0.017858	4.5
340	0.965909	32.501071	12.742819	0.022782	8.2
341	0.937467	32.418431	12.762533	0.023148	5.0
342	0.912865	32.601580	12.718925	0.013304	4.9
343	0.966179	32.564071	12.727831	0.014759	5.0
344	1.015225	32.484467	12.746775	0.017170	6.3
345	0.857855	32.412418	12.763970	0.016799	4.9
346	1.082147	32.454526	12.753915	0.017135	5.0
347	0.964216	32.486286	12.746342	0.026330	6.6
348	0.945866	32.392063	12.768836	0.021931	7.7
349	0.781090	32.295648	12.791935	0.023543	7.3
350	0.933409	32.225730	12.808739	0.016589	4.8
351	0.910383	32.504428	12.742020	0.019112	4.9
352	0.904491	32.416176	12.763071	0.025858	9.8
353	1.020065	32.591494	12.721319	0.026977	4.9
354	0.893485	33.127818	12.595270	0.017807	4.3
355	0.802449	33.162094	12.587299	0.028439	6.9
356	1.037831	33.072601	12.608132	0.018175	4.8
357	0.900352	33.640061	12.477191	0.026099	4.8
358	0.938292	33.572256	12.492694	0.024736	4.8
359	0.913768	33.678098	12.468511	0.018955	7.8
360	0.912348	33.979743	12.400103	0.028338	4.3
361	0.957412	33.883833	12.421772	0.020291	3.8
362	0.918961	33.960503	12.404444	0.019386	5.4
363	0.931857	33.982663	12.399444	0.025018	7.3
364	0.857721	33.982846	12.399403	0.016135	4.1
365	0.872355	34.475195	12.289357	0.020109	2.9
366	0.949072	34.418711	12.301882	0.020649	3.0
367	1.042304	34.359579	12.315023	0.019502	4.8
368	0.845431	34.426061	12.300251	0.026593	4.7
369	0.880692	34.510679	12.281501	0.016908	3.6
370	0.980912	34.467873	12.290979	0.014253	4.6
371	0.960718	34.424498	12.300598	0.015745	5.6
372	0.966127	34.352916	12.316505	0.027721	3.6
373	0.973448	34.682322	12.243643	0.025055	3.5
374	1.001876	34.586106	12.264836	0.016071	3.0
375	1.007515	34.535074	12.276106	0.016558	4.6
376	0.892598	34.475002	12.289400	0.024326	3.9
377	1.014512	34.689778	12.242004	0.018936	5.1
378	0.935020	34.596243	12.262600	0.022088	4.3
379	0.999600	34.500613	12.283729	0.017840	3.0
380	0.917389	34.427416	12.299950	0.020907	3.2
381	0.923631	34.416501	12.302373	0.013793	3.4
382	0.859670	34.367520	12.313257	0.029514	3.0
383	0.873278	34.475243	12.289346	0.017094	4.7
384	0.999348	35.394625	12.088997	0.019917	3.0
385	0.985902	35.331401	12.102566	0.031985	6.4
386	1.000954	35.236668	12.122953	0.022031	4.8
387	1.050546	36.234453	11.911610	0.021789	3.2
388	0.921275	36.138389	11.931636	0.016543	3.4
389	0.853970	36.151175	11.928967	0.022958	3.0
390	0.985914	36.063469	11.947302	0.024478	3.0
391	0.881078	37.045154	11.745244	0.016250	4.8
392	0.920328	37.028013	11.748713	0.025936	4.8
393	0.873187	37.301516	11.693598	0.020876	4.7
394	0.907102	37.208332	11.712318	0.022111	4.0
395	0.767748	37.117348	11.730654	0.020141	3.1
396	0.843241	37.025771	11.749167	0.021020	3.0
397	0.955752	37.199131	11.714169	0.015935	3.0
398	0.858336	37.179704	11.718081	0.022054	3.0
399	0.949756	37.132327	11.727631	0.019454	5.2
400	0.903829	37.129087	11.728285	0.015761	3.2
401	0.893742	37.184967	11.717021	0.022415	4.8
402	0.928549	37.188969	11.716215	0.017459	6.4
403	0.814251	37.161539	11.721741	0.014685	5.5
404	0.957738	37.089933	11.736190	0.021721	3.0
405	0.874202	37.030250	11.748260	0.027147	3.4
406	0.908128	37.873863	11.579917	0.019098	5.3
407	0.909570	37.786908	11.597046	0.026436	5.7
408	0.885076	37.715124	11.611224	0.016703	4.0
409	0.856075	37.861488	11.582352	0.016975	3.7
410	0.967110	37.785905	11.597244	0.022781	3.0
411	0.959266	37.783015	11.597814	0.017873	3.0
412	0.854329	37.868947	11.580884	0.021110	3.0
413	0.966906	37.779054	11.598595	0.024943	4.7
414	0.976816	37.683836	11.617415	0.020535	5.3
415	0.845172	37.589988	11.636023	0.015243	6.0
416	0.886403	37.737064	11.606887	0.016881	4.1
417	0.916676	37.660030	11.622130	0.028376	3.0
418	0.945367	37.611408	11.631771	0.025854	3.0
419	0.889157	37.829077	11.588733	0.024965	3.9
420	0.947513	37.733444	11.607602	0.018487	4.7
421	0.716753	37.636996	11.626695	0.015178	3.0
422	0.900905	37.546287	11.644709	0.017183	5.6
423	0.788058	37.501810	11.653562	0.015188	4.8
424	0.965075	37.441383	11.665612	0.028602	4.2
425	0.884274	37.449677	11.663956	0.014995	6.1
426	0.853152	37.437933	11.666300	0.015689	6.3
427	0.968634	37.484842	11.656943	0.030228	5.7
428	0.861772	37.414347	11.671011	0.016441	7.9
429	0.898197	37.321797	11.689531	0.015969	5.1
430	0.814110	37.296482	11.694608	0.016536	6.3
431	0.953933	37.631771	11.627731	0.028339	6.0
432	0.969097	37.661744	11.621790	0.021311	5.0
433	0.868321	37.686672	11.616853	0.018014	4.7
434	0.915300	38.271764	11.502180	0.022594	3.4
435	0.826548	38.181773	11.519670	0.024271	3.6
436	0.928154	38.095611	11.536466	0.024248	7.4
437	0.783806	38.057005	11.544007	0.022688	2.5
438	0.799971	38.741365	11.411766	0.023450	6.0
439	0.840344	38.887713	11.383879	0.031446	4.9
440	0.863613	38.791164	11.402261	0.017327	5.5
441	1.019383	39.387600	11.289643	0.021673	4.1
442	0.932295	39.297355	11.306540	0.020333	3.0
443	0.868199	39.203254	11.324213	0.020722	3.0
444	0.952811	39.107125	11.342324	0.023133	3.0
445	0.903246	39.031733	11.356568	0.029705	4.6
446	0.978394	38.987728	11.364899	0.031893	4.7
447	0.827835	39.399262	11.287464	0.019424	4.8
448	0.913384	39.302759	11.305527	0.026555	7.0
449	0.884975	39.209383	11.323060	0.023640	4.3
450	0.985385	39.989318	11.178260	0.022551	4.7
451	0.753577	39.897842	11.195051	0.021950	5.2
452	0.763343	40.777540	11.035637	0.019146	7.8
453	0.819613	40.733979	11.043424	0.021633	5.4
454	0.763826	41.349459	10.934409	0.017220	3.9
455	0.887694	41.261429	10.949869	0.017733	3.0
456	0.905458	41.171232	10.965755	0.030519	3.0
457	0.889467	41.900364	10.838641	0.022958	4.9
458	0.827093	41.846518	10.847927	0.025544	4.3
459	0.890989	42.235834	10.781142	0.025396	5.8
460	0.839351	42.139293	10.797626	0.025903	4.0
461	0.751049	42.043326	10.814063	0.022324	3.0
462	0.876746	41.965579	10.827415	0.020019	3.1
463	0.871746	41.878876	10.842345	0.016555	5.8
464	0.830925	41.851583	10.847053	0.018105	5.0
465	1.012296	41.866648	10.844454	0.028317	5.0
466	0.868643	41.773715	10.860509	0.019699	7.4
467	0.856194	41.696125	10.873949	0.024297	3.0
468	0.789902	41.855252	10.846420	0.021935	7.3
469	0.932775	41.760259	10.862837	0.021451	5.8
470	0.927376	41.728393	10.868355	0.015782	7.4
471	0.949451	41.883941	10.841472	0.022260	4.0
472	0.851100	41.891089	10.840240	0.019989	3.1
473	0.825067	41.852991	10.846810	0.015224	3.1
474	0.950363	41.864064	10.844900	0.019265	4.9
475	0.962553	41.775142	10.860262	0.016133	4.9
476	0.829214	41.702641	10.872819	0.019499	4.9
477	0.931125	41.737056	10.866855	0.019171	7.1
478	0.868947	41.723766	10.869157	0.016786	4.0
479	0.983058	41.902462	10.838280	0.018441	4.8
480	0.937260	41.923246	10.834700	0.020018	3.1
481	0.778703	41.871027	10.843699	0.018542	2.9
482	0.949621	42.157669	10.794484	0.022926	4.8
483	0.918309	42.831079	10.680604	0.019951	2.9
484	0.852070	42.734690	10.696757	0.026150	3.0
485	0.894045	43.174188	10.623500	0.016199	6.9
486	0.918934	43.309829	10.601093	0.017711	4.0
487	0.901028	43.621992	10.549883	0.025689	3.1
488	0.820484	43.531734	10.564639	0.019380	3.0
489	0.922128	43.435329	10.580445	0.026902	3.1
490	0.927066	43.894344	10.505607	0.017481	4.1
491	0.802569	43.802915	10.520429	0.018792	3.1
492	1.001450	43.737614	10.531041	0.015798	3.4
493	0.871418	43.796506	10.521470	0.023649	4.2
494	0.868255	44.068735	10.477451	0.016752	5.6
495	0.837531	43.976836	10.492269	0.019940	4.8
496	0.886020	43.915441	10.502193	0.014052	4.7
497	0.782377	43.878410	10.508187	0.014797	4.2
498	0.912690	43.837787	10.514771	0.021028	6.9
499	0.856936	43.810143	10.519256	0.019044	5.6
500	0.891894	43.755712	10.528098	0.027714	4.9
501	0.887830	44.318500	10.437387	0.022159	3.0
502	0.855658	44.255858	10.447407	0.030869	3.0
503	0.813973	44.159338	10.462882	0.020481	4.5
504	0.821025	44.079034	10.475793	0.019669	5.2
505	1.002694	43.990670	10.490036	0.023595	6.9
506	0.816244	44.007042	10.487394	0.026665	6.1
507	0.782036	43.911973	10.502754	0.023628	4.1
508	0.861839	44.896310	10.345867	0.021407	4.9
509	0.878261	44.801683	10.360745	0.014160	4.5
510	0.964765	44.926348	10.341153	0.023185	4.6
511	0.975978	44.861867	10.351278	0.029673	5.7
512	0.714460	45.853102	10.197799	0.015670	4.7
513	0.883212	45.758525	10.212246	0.027456	5.7
514	0.892524	45.782658	10.208556	0.019097	5.8
515	0.810252	46.481617	10.102818	0.021004	6.1
516	0.930566	46.697979	10.070529	0.020126	4.9
517	0.753806	46.661071	10.076023	0.014708	5.9
518	0.929735	46.589692	10.086663	0.026874	4.9
519	0.795560	46.852387	10.047612	0.020296	4.8
520	0.751604	47.798101	9.909496	0.012090	4.2
521	0.819739	47.739882	9.917888	0.024108	6.8
522	0.907623	47.757624	9.915329	0.022223	14.6
523	0.909408	47.673241	9.927513	0.020602	4.9
524	0.933907	48.026184	9.876752	0.019972	4.8
525	0.906542	48.268301	9.842229	0.021340	3.0
526	0.864701	49.086137	9.727380	0.016803	4.7
527	0.810416	49.012799	9.737569	0.023238	3.1
528	0.864776	49.481464	9.672819	0.022299	8.4
529	0.806118	49.385041	9.686071	0.018231	5.1
530	0.915473	49.866356	9.620284	0.016260	8.9
531	0.952798	50.342320	9.556102	0.015998	4.8
532	0.825767	50.282092	9.564176	0.018294	3.8
533	0.916199	50.260469	9.567078	0.016840	4.6
534	0.786518	50.427276	9.544736	0.018940	6.5
