1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
535	0.768647	50.343433	9.555953	0.023438	5.0
536	0.899648	50.449072	9.541824	0.028559	3.7
537	0.941022	50.547938	9.528639	0.021861	2.8
538	0.877585	51.367221	9.420764	0.016907	4.7
539	0.806576	51.447654	9.410304	0.022105	5.1
540	0.870655	51.351465	9.422815	0.023398	4.4
541	0.764180	51.282281	9.431834	0.016967	3.0
542	0.880964	51.451274	9.409834	0.013801	4.9
543	0.774609	51.382459	9.418780	0.018225	4.6
544	0.829742	51.381012	9.418969	0.014682	6.1
545	0.849637	51.462701	9.408350	0.017626	4.2
546	0.743178	51.441980	9.411041	0.018168	3.1
547	0.773490	51.353561	9.422542	0.017917	3.0
548	0.823206	52.087147	9.327967	0.019684	4.8
549	0.935687	52.027451	9.335592	0.017811	4.7
550	0.866412	51.954890	9.344877	0.024898	3.4
551	0.798211	52.208326	9.312526	0.018067	5.8
552	0.785353	52.602241	9.262686	0.012706	4.9
553	0.897666	52.543965	9.270026	0.019749	3.7
554	0.806958	52.495870	9.276092	0.024164	2.9
555	0.792967	52.422808	9.285323	0.016049	2.8
556	0.801041	52.455835	9.281148	0.017586	4.8
557	0.917428	52.372133	9.291736	0.013326	3.8
558	0.842579	52.553573	9.268815	0.022127	4.8
559	0.753306	52.467814	9.279635	0.019290	7.3
560	0.832418	52.380223	9.290711	0.019081	5.1
561	0.795129	52.552597	9.268938	0.018068	5.3
562	0.822476	52.482749	9.277749	0.020878	4.8
563	0.851943	53.195702	9.188598	0.022141	4.8
564	0.882355	53.101120	9.200326	0.024720	5.1
565	0.886712	53.066062	9.204681	0.015916	16.5
566	0.808162	52.975648	9.215931	0.020899	8.5
567	0.914246	53.762070	9.118989	0.023305	3.4
568	0.851842	53.665834	9.130742	0.018144	5.3
569	0.712646	53.620752	9.136258	0.013919	5.7
570	0.863861	53.565142	9.143072	0.016707	4.7
571	0.816780	53.535832	9.146667	0.015643	6.8
572	0.975523	53.601544	9.138611	0.021702	4.3
573	0.754483	53.525864	9.147891	0.015758	5.2
574	0.809097	53.498832	9.151210	0.018109	5.6
575	0.982857	53.615593	9.136890	0.021565	9.3
576	0.819677	54.223574	9.063043	0.024225	4.8
577	0.980805	55.113761	8.957046	0.026651	5.1
578	0.808338	56.112230	8.841068	0.019369	5.4
579	0.900441	56.281781	8.821671	0.019153	5.7
580	0.833593	56.192592	8.831864	0.013258	5.2
581	0.812120	56.106080	8.841773	0.017603	4.1
582	0.815951	56.049643	8.848250	0.016271	5.6
583	0.959536	56.159592	8.835641	0.033122	3.6
584	0.829357	56.098005	8.842699	0.020862	6.8
585	0.771820	56.720839	8.771836	0.018538	6.8
586	0.781847	56.629366	8.782172	0.017778	3.7
587	0.798637	56.913440	8.750152	0.017513	4.0
588	0.842693	56.843963	8.757962	0.018172	5.4
589	0.718149	56.822402	8.760388	0.020493	4.7
590	0.751657	56.976565	8.743069	0.016385	5.7
591	0.807818	57.240509	8.713574	0.014506	4.6
592	0.725215	57.374763	8.698648	0.029863	3.0
593	0.866444	57.278624	8.709331	0.022415	3.1
594	0.735074	57.182340	8.720057	0.017115	3.0
595	0.718187	57.492387	8.685613	0.017345	4.7
596	0.936273	57.704486	8.662206	0.027619	2.9
597	0.855367	57.635962	8.669754	0.019676	4.5
598	0.890731	57.539792	8.680370	0.019755	5.8
599	0.663370	57.448373	8.690486	0.016210	4.7
600	0.894659	57.364029	8.699840	0.015566	4.8
601	0.883366	57.328898	8.703741	0.031098	4.6
602	0.877413	57.236821	8.713985	0.023346	4.7
603	0.801194	58.225648	8.605224	0.016998	3.5
604	0.869877	58.133123	8.615286	0.016702	4.4
605	0.875421	58.064172	8.622799	0.023969	5.4
606	0.851098	57.977682	8.632242	0.017860	5.6
607	0.917325	57.916004	8.638989	0.019568	3.6
608	0.863230	57.827306	8.648710	0.015243	4.9
609	0.884370	58.122562	8.616436	0.016928	3.6
610	0.847988	58.372725	8.589279	0.017724	6.1
611	0.997835	58.518530	8.573530	0.022588	4.8
612	0.787194	58.568934	8.568099	0.015412	5.0
613	0.918818	58.478149	8.577886	0.015551	4.7
614	0.743364	58.391387	8.587260	0.017701	4.9
615	0.928763	58.307683	8.596323	0.013852	5.1
616	0.740072	58.293704	8.597839	0.014244	6.7
617	0.777200	58.305468	8.596563	0.014135	4.8
618	0.788848	58.263806	8.601082	0.017020	5.2
619	0.766597	58.312804	8.595768	0.018989	5.9
620	0.858935	58.410776	8.585163	0.022870	4.6
621	0.781909	59.120955	8.509066	0.017425	5.0
622	0.817769	59.798508	8.437711	0.022630	7.2
623	0.887008	59.904204	8.426688	0.020866	4.9
624	0.912159	60.713183	8.343262	0.019435	4.8
625	0.882235	60.617469	8.353046	0.022089	4.7
626	0.840761	60.564221	8.358499	0.013648	4.9
627	0.853313	60.542095	8.360767	0.023860	7.3
628	0.816744	60.455693	8.369636	0.018830	4.5
629	0.785706	61.369027	8.276830	0.019039	4.3
630	0.821012	61.323977	8.281360	0.020842	4.8
631	0.853091	61.254265	8.288378	0.023055	3.5
632	0.836347	61.193296	8.294526	0.019998	4.6
633	0.860231	61.102712	8.303678	0.022045	4.8
634	0.878838	61.721244	8.241589	0.026431	7.3
635	0.776335	61.717901	8.241922	0.023774	4.3
636	0.798916	61.621353	8.251553	0.018500	5.0
637	0.706045	61.698516	8.243854	0.014717	4.9
638	0.839640	61.607461	8.252941	0.014440	5.0
639	0.796885	61.550090	8.258676	0.017577	4.5
640	0.827527	61.502442	8.263446	0.021007	5.4
641	0.843645	61.410696	8.272645	0.020015	4.1
642	0.879988	61.407692	8.272947	0.020669	3.9
643	0.841091	61.530111	8.260676	0.014529	3.0
644	0.854424	61.498169	8.263874	0.027136	3.0
645	0.778547	61.412223	8.272492	0.015529	5.0
646	0.837099	61.321245	8.281635	0.019380	4.7
647	0.817090	61.240758	8.289740	0.017695	5.6
648	0.883836	61.152228	8.298673	0.020373	7.3
649	0.944184	61.059709	8.308029	0.021224	5.2
650	0.827671	60.980523	8.316054	0.020289	5.3
651	0.822392	61.115972	8.302337	0.021965	3.8
652	0.907795	61.025324	8.311512	0.026433	5.1
653	0.706805	60.932465	8.320932	0.016363	3.2
654	0.707217	61.391705	8.274552	0.018123	3.0
655	0.730814	61.318151	8.281946	0.017667	4.3
656	0.866214	61.241387	8.289676	0.014432	3.1
657	0.733836	61.294498	8.284326	0.015097	3.1
658	0.756518	61.234084	8.290412	0.017990	4.8
659	0.785032	61.387971	8.274927	0.018182	4.7
660	0.811166	61.293901	8.284386	0.020588	6.0
661	0.968121	61.336100	8.280140	0.021492	4.0
662	0.794654	61.313833	8.282380	0.013456	3.0
663	0.829557	61.247993	8.289010	0.019555	3.0
664	0.729514	61.285057	8.285277	0.024665	4.4
665	0.774257	61.370785	8.276654	0.016213	5.2
666	0.891170	61.655366	8.248157	0.016918	3.0
667	0.796808	61.581541	8.255531	0.013580	4.6
668	0.914409	61.550584	8.258627	0.026634	3.4
669	0.922876	61.455568	8.268144	0.016064	5.8
670	0.881994	62.032242	8.210720	0.020997	4.5
671	0.880457	61.971054	8.216775	0.020790	5.1
672	0.784377	61.950359	8.218825	0.014769	4.8
673	0.810490	62.056783	8.208294	0.024788	6.3
674	0.772570	62.805985	8.134914	0.019497	2.5
675	0.804998	62.716764	8.143584	0.015705	3.0
676	0.718271	62.661228	8.148990	0.016061	5.0
677	0.831350	62.676364	8.147516	0.013633	4.9
678	0.865768	62.802757	8.135227	0.024626	5.3
679	0.692635	62.938269	8.122094	0.014644	4.9
680	0.690600	63.545340	8.063774	0.024205	6.2
681	0.765398	63.452800	8.072609	0.022218	4.6
682	0.622751	63.412063	8.076505	0.023395	4.6
683	0.949215	63.402234	8.077446	0.019885	3.0
684	0.919642	63.306487	8.086619	0.020987	3.0
685	0.776416	63.481940	8.069825	0.016355	5.0
686	0.859448	63.525378	8.065678	0.021933	6.0
687	0.764392	63.444791	8.073375	0.019967	7.4
688	0.753121	63.356924	8.081784	0.021805	4.9
689	0.927005	63.598284	8.058727	0.016984	4.7
690	0.799991	63.563258	8.062065	0.019422	3.0
691	0.832846	63.532574	8.064991	0.022807	5.0
692	0.868411	64.239671	7.998089	0.020228	4.8
693	0.841638	64.162268	8.005358	0.019963	4.6
694	0.845621	64.317203	7.990821	0.016991	5.9
695	0.874741	64.266913	7.995534	0.014254	5.3
696	0.740003	64.426718	7.980577	0.011531	3.0
697	0.733324	64.366159	7.986238	0.015966	3.0
698	0.794016	64.330463	7.989579	0.025339	4.6
699	0.725558	64.234149	7.998607	0.023638	6.8
700	0.714757	64.853822	7.940875	0.017242	5.1
701	0.919637	65.613177	7.871256	0.026540	6.1
702	0.951161	65.520360	7.879700	0.025587	6.0
703	0.815403	65.729505	7.860698	0.017105	4.8
704	0.782302	65.635685	7.869211	0.020304	3.0
705	0.814812	65.613158	7.871258	0.017825	4.5
706	0.804206	65.592063	7.873175	0.024396	5.5
707	0.806309	66.359618	7.804000	0.020731	4.3
708	0.818757	66.265412	7.812425	0.022012	3.2
709	0.747625	67.041621	7.743547	0.016817	5.0
710	0.758406	67.036070	7.744036	0.014343	4.7
711	0.858600	67.155078	7.733581	0.022726	4.9
712	0.747375	67.086485	7.739604	0.017764	4.8
713	0.768267	67.441947	7.708497	0.023666	10.3
714	0.741808	67.347572	7.716731	0.018611	5.6
715	0.697026	67.319065	7.719222	0.025572	4.8
716	0.959913	67.427177	7.709784	0.022892	3.0
717	0.831028	68.125942	7.649338	0.016379	3.0
718	0.796208	68.032112	7.657400	0.020749	5.1
719	0.861382	68.626649	7.606605	0.020095	7.2
720	0.732309	68.733914	7.597512	0.015980	5.1
721	0.942952	69.072717	7.568934	0.022116	3.0
722	0.842275	69.236272	7.555215	0.023948	5.8
723	0.790929	69.375335	7.543590	0.017765	7.3
724	0.748604	70.119205	7.482006	0.023674	5.8
725	0.801807	70.381256	7.460550	0.029416	6.4
726	0.847489	70.284769	7.468436	0.018680	4.8
727	0.739871	70.196823	7.475638	0.021042	4.9
728	0.804007	70.702820	7.434389	0.015123	5.5
729	0.852854	70.998319	7.410510	0.024436	7.1
730	0.850472	70.908306	7.417768	0.021967	5.7
731	0.887435	71.444264	7.374762	0.022682	4.6
732	0.761844	72.381687	7.300730	0.018583	4.9
733	0.816964	72.445611	7.295736	0.017350	4.5
734	0.802120	72.351491	7.303091	0.019080	4.7
735	0.757210	72.396916	7.299539	0.015413	7.0
736	0.797031	72.421612	7.297610	0.021364	5.1
737	0.798019	72.342743	7.303776	0.021802	5.0
738	0.810406	72.572605	7.285834	0.026913	4.6
739	0.729647	73.568386	7.209116	0.014341	9.7
740	0.798160	73.694617	7.199506	0.016695	4.5
741	0.871971	73.658756	7.202234	0.014118	3.0
742	0.818938	73.659296	7.202193	0.037004	3.0
743	0.825770	73.754246	7.194975	0.018511	3.0
744	0.786163	73.662326	7.201962	0.014821	4.8
745	0.863799	73.575441	7.208578	0.022989	4.6
746	0.730352	73.588848	7.207557	0.016470	6.9
747	0.793692	73.691086	7.199775	0.016337	5.7
748	0.755130	73.692038	7.199702	0.022025	5.8
749	0.721642	73.610734	7.205889	0.028015	5.7
750	0.820672	74.578028	7.132962	0.015391	5.5
751	0.805658	74.663105	7.126619	0.019051	5.5
752	0.771275	75.118212	7.092875	0.021862	7.9
753	0.806689	75.021973	7.099984	0.017345	4.2
754	0.799109	74.938482	7.106163	0.012494	5.1
755	0.735377	74.870941	7.111169	0.022172	5.0
756	0.825601	74.994244	7.102035	0.024818	5.9
757	0.735105	75.089676	7.094981	0.019593	5.1
758	0.757007	76.072297	7.023162	0.014987	3.0
759	0.764584	76.004092	7.028100	0.019003	3.0
760	0.846980	75.946030	7.032309	0.019740	3.0
761	0.869477	75.896327	7.035917	0.018234	3.8
762	0.755778	75.804252	7.042609	0.014795	4.8
763	0.837749	75.749680	7.046581	0.024743	7.9
764	0.851603	76.165858	7.016399	0.014828	3.9
765	0.878936	76.254737	7.009987	0.020255	3.0
766	0.802968	76.203759	7.013664	0.014310	3.1
767	0.788677	76.143524	7.018013	0.014502	3.3
768	0.867881	76.233565	7.011514	0.026401	3.0
769	0.639535	76.190928	7.014590	0.020116	3.4
770	0.657885	77.180825	6.943866	0.015076	4.5
771	0.704454	77.087064	6.950503	0.018171	3.5
772	0.706666	77.022945	6.955050	0.017957	3.4
773	0.920384	77.031698	6.954429	0.014449	5.7
774	0.786405	76.947464	6.960410	0.017960	4.6
775	0.832066	77.033735	6.954284	0.014390	3.0
776	0.820544	77.010730	6.955917	0.014276	3.0
777	0.752408	76.998779	6.956765	0.014537	4.9
778	0.910314	76.967113	6.959014	0.025295	3.6
779	0.761895	76.994599	6.957062	0.016385	2.9
780	0.744712	76.901083	6.963707	0.021766	4.9
781	0.841711	77.791522	6.900941	0.020680	3.7
782	0.789188	77.695066	6.907685	0.018072	4.7
783	0.777672	77.605660	6.913949	0.026872	3.0
784	0.810666	77.729192	6.905298	0.012479	3.1
785	0.804596	77.748152	6.903972	0.015255	4.9
786	0.725450	77.751341	6.903749	0.014766	9.0
787	0.814307	77.797530	6.900521	0.018794	3.7
788	0.696165	77.712541	6.906463	0.013179	3.1
789	0.781556	77.784052	6.901463	0.017684	2.9
790	0.772613	77.711029	6.906568	0.013426	4.4
791	0.867030	77.747169	6.904041	0.018753	4.6
792	0.852250	77.673107	6.909223	0.022675	4.4
793	0.842271	78.371079	6.860693	0.014099	3.4
794	0.734779	78.293066	6.866083	0.019233	5.5
795	0.737364	78.219036	6.871206	0.024992	4.7
796	0.911491	79.036036	6.815089	0.022097	5.0
797	0.784381	79.973015	6.751848	0.019599	5.6
798	0.823921	79.910060	6.756061	0.016047	5.7
799	0.818683	79.928438	6.754830	0.018662	5.3
800	0.773279	80.105297	6.743014	0.019436	4.8
801	0.707055	80.027827	6.748185	0.022314	7.0
802	0.711987	79.932402	6.754565	0.019600	4.4
803	0.813756	79.836021	6.761021	0.021942	5.7
804	0.809852	80.749524	6.700321	0.016674	2.9
805	0.770095	80.674990	6.705233	0.022076	3.0
806	0.831055	81.355286	6.660667	0.017488	4.7
807	0.724666	81.553842	6.647771	0.015122	4.6
808	0.752800	81.505382	6.650914	0.019713	9.1
809	0.704129	81.500750	6.651215	0.022208	5.8
810	0.696728	81.553414	6.647799	0.014061	9.8
811	0.841052	81.490501	6.651880	0.019130	4.1
812	0.806677	81.601441	6.644687	0.019146	4.8
813	0.844049	82.117279	6.611447	0.027114	6.7
814	0.840902	82.244091	6.603327	0.013687	5.7
815	0.732906	82.164803	6.608402	0.019461	4.5
816	0.744666	82.203710	6.605911	0.016143	3.4
817	0.875970	82.119639	6.611296	0.019625	5.6
818	0.894313	82.033046	6.616853	0.016092	5.1
819	0.808593	81.990089	6.619612	0.016718	3.0
820	0.822475	81.905778	6.625036	0.018364	3.0
821	0.763600	81.896402	6.625640	0.018438	3.0
822	0.845942	82.129720	6.610650	0.017779	4.9
823	0.820694	82.068979	6.614546	0.017549	2.9
824	0.833563	82.199629	6.606172	0.017671	4.5
825	0.839414	82.473664	6.588676	0.019884	5.7
826	0.688346	82.568183	6.582663	0.026629	5.3
827	0.790496	82.595146	6.580950	0.016261	3.1
828	0.796546	83.393648	6.530613	0.017081	3.0
829	0.764573	83.314124	6.535591	0.015403	4.7
830	0.868054	83.276134	6.537972	0.032796	3.5
831	0.752900	83.197084	6.542932	0.017105	5.5
832	0.891284	83.393480	6.530623	0.023838	4.7
833	0.806422	83.385546	6.531119	0.017401	3.0
834	0.715983	83.797202	6.505464	0.015428	3.0
835	0.884551	83.771827	6.507040	0.024323	3.0
836	0.787706	83.727948	6.509766	0.021647	3.5
837	0.752157	83.640038	6.515235	0.023379	5.4
838	0.673240	83.543534	6.521250	0.016429	3.5
839	0.812908	83.514661	6.523051	0.015467	6.2
840	0.866707	83.529789	6.522107	0.020021	4.0
841	0.834423	83.463734	6.526231	0.013344	3.5
842	0.725471	83.396502	6.530434	0.013728	3.0
843	0.836287	83.388513	6.530934	0.021596	3.0
844	0.754933	83.310848	6.535797	0.027094	5.0
845	0.769468	84.207205	6.480112	0.015487	5.2
846	0.794200	84.112172	6.485971	0.019092	6.1
847	0.751898	84.091295	6.487259	0.021695	4.1
848	0.736490	84.008797	6.492356	0.021491	3.1
849	0.739132	84.050211	6.489796	0.015616	3.1
850	0.662283	83.957761	6.495513	0.021291	3.0
851	0.725954	83.873281	6.500745	0.021369	7.3
852	0.710287	84.585746	6.456880	0.021766	2.5
853	0.699133	84.489594	6.462765	0.019430	3.0
854	0.715587	84.431783	6.466309	0.018931	7.2
855	0.862174	84.541967	6.459558	0.017433	2.8
856	0.752619	84.456864	6.464771	0.026109	4.1
857	0.891633	84.981166	6.432789	0.022553	3.5
858	0.745050	85.965628	6.373585	0.013862	4.8
859	0.787141	86.102542	6.365437	0.015747	5.1
860	0.728662	86.039591	6.369180	0.017382	6.1
861	0.714600	86.104189	6.365339	0.020008	4.8
862	0.720087	86.498612	6.341984	0.020318	4.9
863	0.757807	87.180618	6.302002	0.018344	4.9
864	0.737283	87.310436	6.294449	0.021874	4.7
865	0.820157	87.214705	6.300017	0.020298	4.9
866	0.782812	87.119531	6.305563	0.021361	4.5
867	0.795109	87.391051	6.289767	0.020978	5.1
868	0.737605	87.302141	6.294931	0.020291	4.0
869	0.801223	87.207095	6.300460	0.017860	3.0
870	0.685731	87.113343	6.305924	0.017119	3.1
871	0.743133	87.072096	6.308330	0.016662	4.6
872	0.770439	87.044172	6.309961	0.016841	3.0
873	0.851647	87.148553	6.303870	0.016969	4.9
874	0.750558	87.056365	6.309249	0.016373	5.7
875	0.810862	87.108900	6.306183	0.015277	4.5
876	0.784052	87.194455	6.301196	0.018671	3.0
877	0.795439	87.226505	6.299330	0.015951	4.9
878	0.710490	87.169402	6.302655	0.020122	5.7
879	0.741786	87.280521	6.296188	0.014610	5.7
880	0.684565	87.402913	6.289079	0.015283	4.2
881	0.865209	87.421545	6.287998	0.021466	3.6
882	0.775033	87.466685	6.285381	0.016791	3.3
883	0.804409	87.472971	6.285017	0.021904	3.0
884	0.681575	87.465552	6.285447	0.018152	3.0
885	0.858253	87.383212	6.290222	0.021056	3.9
886	0.776268	87.307590	6.294614	0.022203	4.5
887	0.810764	87.358810	6.291639	0.018231	3.3
888	0.801037	88.225088	6.241739	0.017324	5.5
889	0.762034	88.270662	6.239136	0.023091	3.0
890	0.839047	88.181982	6.244203	0.015308	3.0
891	0.790755	88.165117	6.245168	0.021023	3.0
892	0.762392	88.084104	6.249806	0.017365	3.3
893	0.682315	88.009925	6.254059	0.021880	3.0
894	0.720709	87.929023	6.258704	0.014602	4.6
895	0.712968	87.870595	6.262063	0.019422	3.0
896	0.778463	87.858554	6.262755	0.019485	6.8
897	0.782656	87.853703	6.263034	0.024374	6.2
898	0.782500	88.648731	6.217623	0.017654	3.7
899	0.698227	88.858439	6.205754	0.017500	3.1
900	0.749267	88.813002	6.208322	0.015386	3.0
901	0.765861	89.087622	6.192835	0.017449	5.2
902	0.829849	89.103695	6.191931	0.021385	3.0
903	0.790522	89.097627	6.192272	0.020470	3.1
904	0.885457	89.009118	6.197254	0.015987	4.0
905	0.780805	88.914531	6.202587	0.021198	5.6
906	0.745702	88.905272	6.203110	0.029044	3.0
907	0.827452	88.808836	6.208557	0.027374	3.0
908	0.771251	89.808820	6.152529	0.018422	3.0
909	0.821102	90.495704	6.114625	0.021751	5.0
910	0.747268	90.502365	6.114260	0.014497	6.1
911	0.840806	90.639542	6.106747	0.016620	5.6
912	0.677656	90.565314	6.110810	0.017371	5.7
913	0.816748	90.504825	6.114125	0.021739	5.5
914	0.839481	90.480795	6.115443	0.016308	5.6
915	0.758334	90.885009	6.093350	0.017699	5.7
916	0.881317	91.331310	6.069140	0.023187	7.8
917	0.837321	91.810151	6.043379	0.019274	4.3
918	0.742965	91.713971	6.048536	0.021933	6.0
919	0.809529	91.617724	6.053705	0.023637	4.7
920	0.780604	91.996710	6.033401	0.019232	4.9
921	0.649063	92.254544	6.019665	0.014957	5.1
922	0.779100	92.167252	6.024309	0.019032	8.0
923	0.727565	92.558589	6.003548	0.023944	6.3
924	0.879258	92.479574	6.007729	0.019996	5.5
925	0.813969	93.319926	5.963566	0.020188	4.6
926	0.807317	93.492231	5.954592	0.019836	4.9
927	0.795665	93.411781	5.958779	0.019249	7.0
928	0.842910	93.317027	5.963718	0.029643	4.7
929	0.701288	93.509146	5.953712	0.020387	3.0
930	0.837064	93.484755	5.954980	0.020865	3.1
931	0.794809	94.314646	5.912124	0.018791	3.4
932	0.923049	94.303513	5.912695	0.022357	4.7
933	0.892074	94.295069	5.913128	0.017722	7.6
934	0.785795	94.202448	5.917882	0.019215	4.8
935	0.721730	94.345801	5.910527	0.013460	3.0
936	0.763877	94.383664	5.908587	0.017597	3.0
937	0.792439	94.313301	5.912193	0.019321	3.0
938	0.752481	94.326636	5.911509	0.014972	5.5
939	0.895966	94.333000	5.911183	0.023383	4.9
940	0.726070	94.319301	5.911885	0.018549	5.0
941	0.796745	94.226522	5.916645	0.014200	4.9
942	0.776570	94.351569	5.910231	0.013607	13.1
943	0.788947	94.269979	5.914415	0.017900	4.4
944	0.709107	94.598354	5.897614	0.017243	8.8
945	0.751296	94.549021	5.900132	0.012311	6.6
946	0.797382	94.470570	5.904141	0.016666	4.6
947	0.750861	94.436862	5.905865	0.022370	6.9
948	0.769548	94.723676	5.891227	0.020994	5.0
949	0.903761	94.628300	5.896087	0.023699	5.6
950	0.852659	94.533511	5.900924	0.025708	4.1
951	0.885315	94.752305	5.889770	0.022908	8.2
952	0.779562	94.660139	5.894464	0.012670	5.1
953	0.689250	94.738004	5.890498	0.018498	3.0
954	0.778065	94.677258	5.893591	0.014846	3.6
955	0.806366	94.593167	5.897879	0.024229	3.4
956	0.804793	94.552138	5.899973	0.018817	4.5
957	0.789636	95.148896	5.869660	0.013089	5.1
958	0.797354	95.113927	5.871427	0.014529	6.1
959	0.794171	95.038820	5.875228	0.017163	3.8
960	0.715942	95.354011	5.859312	0.016343	5.0
961	0.724414	95.310048	5.861527	0.015004	4.9
962	0.760841	95.331522	5.860445	0.023371	5.2
963	0.823752	95.370428	5.858486	0.022945	4.9
964	0.768400	96.364507	5.808864	0.025740	4.6
965	0.800757	96.925239	5.781243	0.020026	4.9
966	0.738528	97.859196	5.735816	0.013439	3.9
967	0.786355	97.824482	5.737492	0.023242	3.0
968	0.785993	98.242291	5.717388	0.015533	4.5
969	0.752503	98.966983	5.682851	0.020733	4.5
970	0.812359	98.873777	5.687269	0.018839	4.9
971	0.709499	99.065194	5.678202	0.014272	5.1
972	0.785751	98.990657	5.681730	0.013080	3.0
973	0.768405	99.151080	5.674144	0.014862	3.1
974	0.836163	99.093496	5.676864	0.013160	3.0
975	0.759402	99.023838	5.680159	0.014572	4.5
976	0.784938	98.950415	5.683636	0.020527	5.1
977	0.775900	99.048342	5.679000	0.018940	5.0
978	0.750516	98.962372	5.683069	0.017376	6.7
979	0.734747	99.048420	5.678996	0.013422	5.7
980	0.710070	99.149757	5.674206	0.016003	3.7
981	0.668531	99.135731	5.674868	0.019822	4.5
982	0.800091	99.163462	5.673559	0.021111	4.7
983	0.761431	99.642691	5.651022	0.015995	4.4
984	0.806971	100.285702	5.621062	0.026518	8.0
985	0.739688	100.221636	5.624033	0.016075	5.8
986	0.641136	100.736983	5.600225	0.018116	5.2
987	0.758898	100.689776	5.602397	0.018148	5.1
988	0.682338	100.746501	5.599787	0.016725	6.5
989	0.778328	100.656997	5.603907	0.021783	4.3
990	0.830648	100.564870	5.608154	0.023874	3.0
991	0.693257	100.593961	5.606812	0.016140	5.6
992	0.841785	100.500279	5.611135	0.018829	3.1
993	0.664631	100.435674	5.614120	0.014182	3.0
994	0.826912	100.384444	5.616490	0.026246	4.9
995	0.867998	100.503885	5.610968	0.017006	6.7
996	0.762724	100.407892	5.615405	0.018452	5.7
997	0.661698	100.331678	5.618932	0.022442	4.2
998	0.797589	100.235801	5.623376	0.032646	4.1
999	0.782497	101.188953	5.579510	0.019233	4.3
