1:ItNr	2:Metric	2:Metric0	2:Metric1	2:Metric2	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient2||	4:||Gradient||	Time0[ms]	Time1[ms]	Time2[ms]	Time[ms]
940	-1.085072	-0.587687	-0.497408	0.000023	66.020126	193.202815	0.001259	0.002071	0.000000	0.002752	1.2	1.7	1.3	8.2
941	-1.072570	-0.600472	-0.472121	0.000023	65.331816	194.743191	0.001275	0.001930	0.000000	0.002424	1.2	1.9	1.1	6.0
942	-1.118862	-0.603542	-0.515342	0.000022	64.543111	196.538719	0.001128	0.002170	0.000000	0.002925	1.1	1.9	1.1	6.0
943	-1.070201	-0.584473	-0.485750	0.000022	65.288020	194.842035	0.001219	0.002680	0.000000	0.002822	1.1	1.7	1.2	9.8
944	-1.047044	-0.566244	-0.480823	0.000022	64.496331	196.646255	0.001157	0.002316	0.000000	0.002931	1.2	1.8	1.3	7.8
945	-1.062190	-0.595515	-0.466697	0.000022	63.703051	198.487931	0.001469	0.002701	0.000000	0.003101	1.1	1.8	1.2	5.9
946	-1.075677	-0.582778	-0.492920	0.000022	62.909569	200.364913	0.001344	0.003601	0.000000	0.003980	1.2	1.9	1.2	8.1
947	-1.097686	-0.600821	-0.496887	0.000022	62.116316	202.277172	0.001342	0.002610	0.000000	0.003431	1.1	1.7	1.3	5.9
948	-1.135136	-0.621267	-0.513888	0.000020	63.103143	199.903745	0.001462	0.002442	0.000000	0.003266	1.2	1.7	1.1	5.8
949	-1.054139	-0.577866	-0.476295	0.000022	62.309790	201.807416	0.001357	0.002476	0.000000	0.002643	1.1	1.7	1.1	5.7
950	-1.074956	-0.578783	-0.496192	0.000019	63.308636	199.416503	0.001665	0.002550	0.000000	0.003341	1.1	1.7	1.1	5.8
951	-1.091688	-0.597514	-0.494195	0.000022	62.515011	201.311516	0.001194	0.001742	0.000000	0.002449	1.2	2.2	1.5	6.6
952	-1.050318	-0.586006	-0.464334	0.000021	61.792730	203.067749	0.001579	0.002151	0.000000	0.003021	1.2	1.8	1.2	6.1
953	-1.066717	-0.570849	-0.495890	0.000022	62.792500	200.644847	0.001220	0.001843	0.000000	0.002492	1.2	1.6	1.1	5.8
954	-1.079837	-0.577653	-0.502209	0.000024	62.084964	202.353502	0.001498	0.002113	0.000000	0.002838	1.4	4.8	1.8	11.7
955	-1.072755	-0.586785	-0.485992	0.000021	61.300866	204.281367	0.001346	0.002707	0.000000	0.003749	1.8	2.9	10.2	21.3
956	-1.089286	-0.598726	-0.490583	0.000023	61.845302	202.938886	0.001380	0.002574	0.000000	0.003560	1.3	1.9	1.2	9.8
957	-1.084204	-0.592095	-0.492131	0.000022	61.748192	203.177049	0.001446	0.002029	0.000000	0.002672	4.6	2.0	1.3	12.1
958	-1.073959	-0.594266	-0.479715	0.000022	62.340471	201.733122	0.001064	0.002902	0.000000	0.003267	1.2	1.7	1.2	10.0
959	-1.048897	-0.585489	-0.463431	0.000023	63.339094	199.344487	0.001322	0.002084	0.000000	0.002426	8.0	2.0	1.2	15.4
960	-1.071282	-0.591218	-0.480086	0.000022	64.339084	197.008600	0.001880	0.003092	0.000000	0.004082	1.3	1.8	1.4	8.4
961	-1.109681	-0.604502	-0.505201	0.000022	63.546194	198.856183	0.001591	0.004335	0.000000	0.005489	1.3	7.2	1.2	13.5
962	-1.091262	-0.594892	-0.496392	0.000022	64.538086	196.550264	0.001173	0.002658	0.000000	0.002939	1.1	1.9	1.2	8.1
963	-1.056214	-0.582767	-0.473469	0.000021	65.328970	194.749612	0.001321	0.002234	0.000000	0.002852	2.1	1.8	1.2	8.9
964	-1.069292	-0.581139	-0.488174	0.000022	64.585163	196.442149	0.002488	0.003649	0.000000	0.005197	1.1	1.7	1.2	7.8
965	-1.051921	-0.557597	-0.494347	0.000022	65.585159	194.173385	0.001636	0.003268	0.000000	0.003876	1.1	1.7	1.2	7.8
966	-1.020783	-0.541304	-0.479502	0.000022	66.585112	191.956522	0.001423	0.002772	0.000000	0.003614	1.1	1.7	1.2	5.8
967	-1.070681	-0.593623	-0.477079	0.000022	66.579730	191.968317	0.001481	0.002862	0.000000	0.003612	1.2	1.7	1.1	5.8
968	-1.059377	-0.585462	-0.473936	0.000022	65.786923	193.721967	0.001906	0.002255	0.000000	0.003537	1.1	2.0	1.2	8.0
969	-1.076278	-0.593806	-0.482496	0.000023	66.786923	191.515238	0.001005	0.002396	0.000000	0.002885	1.2	1.7	1.3	6.1
970	-1.095302	-0.589308	-0.506014	0.000021	67.696860	189.550491	0.001372	0.002730	0.000000	0.003385	1.1	1.8	1.2	8.3
971	-1.106809	-0.587898	-0.518933	0.000023	66.903205	191.261892	0.001262	0.002550	0.000000	0.003444	1.1	1.8	1.2	6.1
972	-1.077070	-0.594678	-0.482414	0.000022	67.901873	189.113376	0.001369	0.002288	0.000000	0.003016	1.2	1.8	1.3	7.4
973	-1.100775	-0.600335	-0.500462	0.000022	67.108219	190.816857	0.001099	0.001759	0.000000	0.002481	1.2	1.8	1.3	7.8
974	-1.103870	-0.611451	-0.492441	0.000022	66.372565	192.423484	0.001616	0.002778	0.000000	0.003549	1.2	5.5	1.2	11.5
975	-1.078540	-0.592027	-0.486535	0.000022	67.360943	190.271095	0.001937	0.002311	0.000000	0.003379	6.6	3.4	1.8	16.2
976	-1.070350	-0.608354	-0.462018	0.000021	68.360853	188.142041	0.001738	0.002407	0.000000	0.003020	1.8	2.4	1.8	10.3
977	-1.064293	-0.585116	-0.479199	0.000022	69.296803	186.191901	0.001456	0.002423	0.000000	0.002930	7.2	1.8	1.3	14.2
978	-1.067565	-0.595983	-0.471603	0.000021	69.067277	186.666389	0.001329	0.002063	0.000000	0.002702	1.3	2.2	1.3	8.8
979	-1.082018	-0.594293	-0.487746	0.000021	68.369949	188.122894	0.001910	0.002570	0.000000	0.003387	7.0	1.6	1.2	15.9
980	-1.090411	-0.602344	-0.488090	0.000023	69.276648	186.233470	0.001406	0.002441	0.000000	0.003258	1.1	1.7	1.2	8.1
981	-1.050321	-0.586194	-0.464150	0.000023	68.483039	187.885141	0.001517	0.002890	0.000000	0.003678	2.0	2.0	1.4	9.2
982	-1.058274	-0.569741	-0.488554	0.000021	69.450889	185.874717	0.002386	0.005802	0.000000	0.007576	2.2	2.0	1.2	9.6
983	-1.078060	-0.578419	-0.499664	0.000023	70.450851	183.842284	0.001583	0.002146	0.000000	0.002943	2.0	2.1	1.3	9.7
984	-1.087113	-0.603304	-0.483831	0.000022	71.450851	181.853743	0.001075	0.002662	0.000000	0.002942	2.0	2.0	1.3	9.3
985	-1.099163	-0.601930	-0.497254	0.000022	70.674846	183.393091	0.001233	0.002491	0.000000	0.003132	1.5	2.0	1.4	8.5
986	-1.064737	-0.582858	-0.481901	0.000022	69.881220	184.994584	0.001804	0.002259	0.000000	0.002741	1.2	1.6	1.2	8.4
987	-1.082022	-0.589647	-0.492398	0.000022	69.554128	185.662805	0.001726	0.002904	0.000000	0.003241	1.1	2.0	1.1	8.1
988	-1.095300	-0.595719	-0.499604	0.000022	70.036763	184.678506	0.001703	0.002544	0.000000	0.003059	1.1	1.7	1.2	7.9
989	-1.074360	-0.593553	-0.480830	0.000022	69.445107	185.886600	0.001408	0.002503	0.000000	0.002849	1.3	1.8	1.4	8.6
990	-1.123143	-0.626954	-0.496210	0.000021	70.439816	183.864471	0.001273	0.002228	0.000000	0.002983	1.2	1.8	1.4	8.7
991	-1.094473	-0.585705	-0.508791	0.000023	69.660087	185.445811	0.001188	0.002223	0.000000	0.002694	1.2	1.9	1.4	8.6
992	-1.057181	-0.568328	-0.488876	0.000023	70.660058	183.422680	0.001145	0.001965	0.000000	0.002645	2.1	2.0	1.2	10.7
993	-1.087122	-0.593113	-0.494030	0.000022	71.599843	181.561143	0.001685	0.002577	0.000000	0.003146	1.2	1.7	1.2	7.4
994	-1.060091	-0.579046	-0.481067	0.000023	72.551036	179.715096	0.001336	0.002371	0.000000	0.002726	7.9	1.8	1.3	15.1
995	-1.073944	-0.566568	-0.507399	0.000023	71.757379	181.252787	0.001639	0.002225	0.000000	0.003248	1.2	3.1	1.2	9.5
996	-1.126224	-0.618727	-0.507519	0.000022	71.160054	182.427556	0.001443	0.002107	0.000000	0.002956	1.3	11.8	1.3	19.3
997	-1.077789	-0.604378	-0.473434	0.000023	70.464117	183.815619	0.001101	0.002431	0.000000	0.002781	1.4	1.8	1.1	6.9
998	-1.119635	-0.607403	-0.512252	0.000021	70.552167	183.638835	0.001337	0.002818	0.000000	0.003266	7.6	3.1	1.7	18.5
999	-1.106122	-0.611001	-0.495141	0.000021	70.865003	183.013474	0.001300	0.004894	0.000000	0.004904	5.8	1.8	1.5	15.3
