1:ItNr	2:Metric	2:Metric0	2:Metric1	2:Metric2	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient2||	4:||Gradient||	Time0[ms]	Time1[ms]	Time2[ms]	Time[ms]
355	-1.043053	-0.564749	-0.478317	0.000014	3.756269	679.122273	0.001266	0.002032	0.000000	0.002897	1.2	2.0	1.4	8.5
356	-1.030852	-0.547915	-0.482950	0.000013	4.743960	653.067101	0.001218	0.002245	0.000000	0.002561	1.3	2.0	1.3	8.3
357	-1.067159	-0.580131	-0.487041	0.000012	4.283284	664.966375	0.001343	0.002626	0.000000	0.002745	1.2	1.8	1.3	8.9
358	-1.062313	-0.588953	-0.473373	0.000013	4.747210	652.984670	0.001251	0.001981	0.000000	0.002695	1.2	2.1	1.4	10.1
359	-1.017122	-0.549982	-0.467154	0.000013	4.710628	653.913758	0.001448	0.003325	0.000000	0.003534	1.2	2.5	1.7	9.2
360	-1.106372	-0.604935	-0.501450	0.000013	5.710081	629.445235	0.001130	0.002366	0.000000	0.002980	1.4	2.0	1.4	8.0
361	-1.064664	-0.565785	-0.498891	0.000013	4.916549	648.718063	0.001958	0.002102	0.000000	0.003264	1.1	1.8	1.2	5.9
362	-1.057880	-0.579092	-0.478801	0.000013	4.371855	662.645022	0.001111	0.002075	0.000000	0.002562	1.2	1.9	1.3	6.2
363	-1.048986	-0.569079	-0.479920	0.000013	3.909029	674.957393	0.001198	0.003076	0.000000	0.003702	1.3	2.0	1.3	7.0
364	-1.039530	-0.573138	-0.466404	0.000012	3.878837	675.776501	0.001470	0.002547	0.000000	0.002736	1.2	2.0	1.3	6.7
365	-1.014504	-0.535522	-0.478996	0.000013	4.878837	649.663415	0.001696	0.004429	0.000000	0.003884	1.2	1.8	1.0	6.1
366	-1.045690	-0.566750	-0.478954	0.000014	5.069896	644.902211	0.001085	0.002437	0.000000	0.002889	1.4	1.6	1.0	7.9
367	-1.090736	-0.592659	-0.498089	0.000013	4.276244	665.151573	0.002263	0.003685	0.000000	0.002964	1.2	1.7	1.1	5.9
368	-1.103513	-0.591681	-0.511845	0.000012	5.272686	639.924424	0.001494	0.004402	0.000000	0.005617	1.2	2.0	1.2	6.2
369	-1.037835	-0.566264	-0.471584	0.000013	6.272686	616.460493	0.001228	0.002397	0.000000	0.002811	1.2	2.4	1.2	6.7
370	-1.089423	-0.591936	-0.497499	0.000013	5.528642	633.750256	0.001290	0.003042	0.000000	0.002876	1.2	1.8	1.1	8.2
371	-1.045565	-0.583538	-0.462040	0.000013	4.734985	653.294852	0.001109	0.002346	0.000000	0.002935	1.2	1.7	1.0	7.3
372	-1.094173	-0.597983	-0.496203	0.000013	5.734985	628.858907	0.001542	0.003030	0.000000	0.004082	1.0	1.7	1.0	5.5
373	-1.054258	-0.578291	-0.475981	0.000013	4.973330	647.299888	0.001725	0.002954	0.000000	0.004039	1.0	1.8	1.1	5.7
374	-1.093263	-0.592126	-0.501150	0.000013	5.970148	623.375636	0.001165	0.002212	0.000000	0.002970	1.0	1.8	1.3	7.0
375	-1.057401	-0.596575	-0.460839	0.000013	5.209275	641.472660	0.001678	0.001887	0.000000	0.002490	1.2	1.8	1.3	7.9
376	-1.109987	-0.588814	-0.521187	0.000013	5.848566	626.198562	0.001323	0.002049	0.000000	0.002784	1.2	5.3	1.0	9.6
377	-1.039496	-0.571353	-0.468155	0.000013	6.767602	605.473011	0.001091	0.002842	0.000000	0.003304	1.1	1.8	1.0	5.7
378	-1.056213	-0.581283	-0.474943	0.000013	7.642325	586.982136	0.001018	0.002323	0.000000	0.002712	1.1	1.7	1.1	5.8
379	-1.027036	-0.569820	-0.457230	0.000014	7.162497	596.983060	0.001450	0.002692	0.000000	0.003084	1.1	1.7	1.0	5.7
380	-1.065366	-0.589242	-0.476137	0.000013	7.600019	587.850436	0.001664	0.002959	0.000000	0.003891	1.2	1.7	1.1	5.9
381	-1.049723	-0.571920	-0.477817	0.000014	7.183868	596.530380	0.001396	0.002832	0.000000	0.003141	1.3	2.1	1.7	8.1
382	-1.041881	-0.569048	-0.472847	0.000013	6.390211	613.815406	0.001640	0.002491	0.000000	0.003409	1.9	2.1	1.2	7.2
383	-1.038689	-0.563920	-0.474783	0.000014	5.599620	632.059157	0.001421	0.002200	0.000000	0.002720	1.3	1.8	1.2	6.9
384	-1.066642	-0.594587	-0.472067	0.000013	6.173290	618.715419	0.001937	0.004867	0.000000	0.004113	1.1	1.6	1.1	6.0
385	-1.036130	-0.552653	-0.483491	0.000014	5.493462	634.591788	0.001781	0.002530	0.000000	0.003804	1.2	1.6	1.1	7.0
386	-1.087384	-0.588829	-0.498568	0.000014	6.493462	611.510236	0.001273	0.002203	0.000000	0.003059	1.2	1.6	1.1	5.8
387	-1.065302	-0.582967	-0.482349	0.000014	6.674409	607.511924	0.001404	0.003086	0.000000	0.003197	1.1	1.7	1.1	7.7
388	-1.110975	-0.599230	-0.511761	0.000015	5.917342	624.598582	0.001563	0.002361	0.000000	0.003085	1.1	1.8	1.0	5.8
389	-1.080021	-0.593498	-0.486537	0.000014	6.709496	606.742665	0.002139	0.002943	0.000000	0.004315	1.0	1.6	1.2	5.6
390	-1.070812	-0.580012	-0.490814	0.000014	7.200670	596.174954	0.001411	0.002254	0.000000	0.003001	1.1	1.8	1.1	8.0
391	-1.060611	-0.580558	-0.480067	0.000014	8.200669	575.758505	0.001838	0.004005	0.000000	0.005569	1.1	1.6	1.1	5.8
392	-1.052041	-0.572728	-0.479327	0.000014	9.190838	556.875350	0.001584	0.002737	0.000000	0.003206	1.1	2.0	1.3	6.2
393	-1.039052	-0.561048	-0.478018	0.000015	8.400649	571.842245	0.001310	0.002692	0.000000	0.003444	1.2	2.0	1.2	6.4
394	-1.064871	-0.574543	-0.490342	0.000014	7.607301	587.700799	0.001359	0.002064	0.000000	0.002770	1.2	1.8	1.2	6.1
395	-1.089088	-0.593187	-0.495915	0.000014	7.256248	595.002337	0.001081	0.002482	0.000000	0.002822	1.2	1.8	1.2	7.6
396	-1.077990	-0.601251	-0.476753	0.000013	8.254959	574.690040	0.001678	0.002585	0.000000	0.003521	1.3	1.8	1.1	7.9
397	-1.077710	-0.582660	-0.495064	0.000014	7.528022	589.334002	0.001693	0.002424	0.000000	0.002875	1.2	1.9	1.2	6.1
398	-1.095888	-0.606213	-0.489691	0.000015	8.065213	578.441774	0.001309	0.002572	0.000000	0.003341	1.2	2.0	1.3	6.2
399	-1.064607	-0.571168	-0.493453	0.000014	7.281066	594.480176	0.001308	0.002859	0.000000	0.003167	1.2	1.9	1.4	7.7
400	-1.008293	-0.536980	-0.471327	0.000015	6.487464	611.643660	0.001473	0.002854	0.000000	0.003385	1.2	2.0	1.4	7.5
401	-1.112538	-0.597039	-0.515513	0.000014	6.022119	622.176717	0.001146	0.002205	0.000000	0.002470	1.2	1.9	1.1	6.3
402	-1.086205	-0.600214	-0.486005	0.000014	5.228499	641.002509	0.001498	0.002836	0.000000	0.003825	1.2	1.8	1.3	8.0
403	-1.092970	-0.588293	-0.504691	0.000014	6.216458	617.734062	0.001114	0.001886	0.000000	0.002663	1.2	1.8	1.1	6.0
404	-1.089128	-0.598318	-0.490824	0.000015	7.169518	596.834251	0.001542	0.002108	0.000000	0.002725	1.1	1.7	1.2	5.9
405	-1.026997	-0.549873	-0.477139	0.000015	6.394524	613.718758	0.001259	0.002449	0.000000	0.002917	1.2	1.9	1.2	8.1
406	-1.085168	-0.590516	-0.494666	0.000015	6.350114	614.715295	0.001425	0.002288	0.000000	0.003104	1.2	2.1	1.4	10.7
407	-1.071754	-0.578566	-0.493203	0.000015	5.558781	633.031074	0.001357	0.002394	0.000000	0.003242	1.1	1.9	1.4	6.0
408	-1.083838	-0.588143	-0.495709	0.000014	4.779964	652.155029	0.001470	0.002028	0.000000	0.002710	1.2	1.7	1.0	7.7
409	-1.040274	-0.538645	-0.501643	0.000015	5.245750	640.581183	0.001401	0.002304	0.000000	0.002964	1.5	1.9	1.5	8.6
410	-1.070748	-0.605162	-0.465600	0.000015	4.453192	660.527491	0.001634	0.002259	0.000000	0.002734	1.2	2.1	1.3	8.4
411	-1.032878	-0.557840	-0.475052	0.000014	3.661680	681.726997	0.001541	0.002378	0.000000	0.002860	2.2	2.4	4.9	13.3
412	-1.089191	-0.572934	-0.516271	0.000015	3.891851	675.423185	0.001282	0.002412	0.000000	0.002876	1.2	2.2	1.4	9.1
413	-1.074372	-0.589457	-0.484930	0.000016	3.426248	688.297833	0.001341	0.002158	0.000000	0.003037	1.3	1.8	1.3	6.2
414	-1.034366	-0.551531	-0.482849	0.000015	3.749875	679.297716	0.001383	0.002578	0.000000	0.002819	1.0	1.7	1.4	7.4
415	-1.068167	-0.565698	-0.502483	0.000015	3.640919	682.301402	0.001123	0.002954	0.000000	0.003468	1.2	2.0	1.3	10.2
416	-1.086466	-0.588801	-0.497679	0.000015	2.848059	704.985392	0.001357	0.002066	0.000000	0.002859	1.0	1.7	1.2	9.7
417	-1.050808	-0.572979	-0.477843	0.000014	3.030326	699.638177	0.001855	0.002357	0.000000	0.003439	1.9	2.7	1.7	11.9
418	-1.062337	-0.582338	-0.480014	0.000015	2.236836	723.529366	0.001594	0.002324	0.000000	0.002937	1.1	1.8	1.2	10.1
419	-1.116313	-0.614456	-0.501872	0.000015	1.443762	749.096035	0.001295	0.002674	0.000000	0.003184	1.2	1.9	1.3	8.1
420	-1.053467	-0.573911	-0.479571	0.000015	0.650105	776.556661	0.001033	0.002338	0.000000	0.002434	1.5	1.8	1.2	8.3
421	-1.054870	-0.572311	-0.482575	0.000015	1.181242	757.961756	0.001565	0.002361	0.000000	0.003078	1.4	1.8	6.1	13.0
422	-1.082241	-0.612275	-0.469980	0.000015	2.181202	725.265804	0.001326	0.002530	0.000000	0.003245	4.3	1.9	1.4	9.9
423	-1.051954	-0.582964	-0.469005	0.000015	1.486340	747.677625	0.001285	0.002676	0.000000	0.003204	1.2	2.1	1.5	8.8
424	-1.069147	-0.576196	-0.492967	0.000016	0.692828	775.027271	0.001454	0.002699	0.000000	0.003256	1.1	1.8	1.1	6.0
425	-1.069455	-0.577599	-0.491872	0.000015	1.692828	740.874312	0.001407	0.002991	0.000000	0.003834	1.3	1.9	1.3	6.3
426	-1.091434	-0.604457	-0.486992	0.000015	0.958459	765.651774	0.001268	0.002493	0.000000	0.002769	1.1	1.9	1.2	8.2
427	-1.086648	-0.578730	-0.507932	0.000014	1.951944	732.510227	0.001261	0.002335	0.000000	0.003066	1.2	1.8	1.3	6.1
428	-1.081639	-0.596978	-0.484678	0.000016	2.279112	722.215402	0.001712	0.002671	0.000000	0.003599	1.2	1.7	1.3	6.1
429	-1.066909	-0.579416	-0.487508	0.000016	3.279111	692.469061	0.001339	0.001961	0.000000	0.002598	1.2	2.0	1.2	8.2
430	-1.060988	-0.566544	-0.494460	0.000015	2.485870	715.857392	0.001446	0.003686	0.000000	0.003705	1.2	1.8	1.1	6.0
431	-1.085354	-0.606738	-0.478631	0.000015	2.594685	712.555944	0.001516	0.001746	0.000000	0.002551	1.1	1.7	1.1	5.9
432	-1.055609	-0.585719	-0.469906	0.000015	1.801397	737.346626	0.001483	0.002469	0.000000	0.003290	1.0	1.7	1.1	5.8
433	-1.082720	-0.585998	-0.496736	0.000015	2.801365	706.368452	0.001395	0.002197	0.000000	0.002874	1.2	1.7	1.0	5.8
434	-1.017098	-0.549321	-0.467793	0.000015	3.528462	685.429565	0.001852	0.004830	0.000000	0.004102	1.2	1.8	1.3	8.2
435	-1.118749	-0.603758	-0.515006	0.000015	2.734869	708.347433	0.001305	0.002306	0.000000	0.003072	1.2	1.8	1.3	7.9
436	-1.111949	-0.614724	-0.497240	0.000015	3.734869	679.709828	0.001275	0.002274	0.000000	0.002908	1.1	1.9	1.3	6.2
437	-1.037824	-0.550016	-0.487824	0.000016	4.725849	653.526874	0.001138	0.001823	0.000000	0.002311	1.1	1.7	1.1	5.9
438	-1.054279	-0.560994	-0.493302	0.000016	3.932287	674.327762	0.001656	0.004290	0.000000	0.005084	1.2	1.6	1.1	5.9
439	-1.097809	-0.602633	-0.495192	0.000016	4.931709	648.338801	0.001271	0.002599	0.000000	0.003038	1.1	1.7	1.3	5.9
440	-1.068672	-0.567369	-0.501318	0.000015	4.138228	668.803451	0.001244	0.002113	0.000000	0.002654	1.2	1.7	1.4	6.7
441	-1.048884	-0.569699	-0.479201	0.000016	5.130979	643.394710	0.001954	0.002383	0.000000	0.003587	1.3	1.8	1.1	7.8
442	-1.043994	-0.573493	-0.470516	0.000016	6.085037	620.731425	0.001627	0.006908	0.000000	0.008169	1.0	1.8	1.0	7.7
443	-1.071263	-0.590832	-0.480447	0.000016	5.291379	639.469429	0.001206	0.002494	0.000000	0.003061	1.1	1.8	1.3	7.9
444	-1.086924	-0.582444	-0.504495	0.000015	6.291379	616.038244	0.001660	0.002201	0.000000	0.003087	1.1	1.8	1.2	6.0
445	-1.046931	-0.567661	-0.479286	0.000016	7.279804	594.506710	0.001455	0.002900	0.000000	0.003779	1.1	1.7	1.3	8.0
446	-1.081984	-0.603815	-0.478185	0.000016	6.486147	611.672976	0.001243	0.002341	0.000000	0.003199	1.1	1.9	1.3	8.4
447	-1.051980	-0.570807	-0.481188	0.000016	5.692764	629.853586	0.001264	0.002178	0.000000	0.003022	1.2	2.0	1.5	8.4
448	-1.028361	-0.572794	-0.455583	0.000016	6.679390	607.402602	0.001455	0.002208	0.000000	0.002550	1.2	1.8	1.2	8.3
449	-1.082554	-0.592034	-0.490536	0.000016	5.887416	625.293749	0.001300	0.002692	0.000000	0.003583	1.1	2.0	1.3	8.4
450	-1.058023	-0.571546	-0.486493	0.000017	6.887262	602.875008	0.001235	0.002162	0.000000	0.002786	1.2	2.0	1.4	7.3
451	-1.087660	-0.593245	-0.494431	0.000016	7.844619	582.865499	0.001427	0.002148	0.000000	0.002928	1.1	1.7	1.3	6.1
452	-1.074529	-0.588771	-0.485774	0.000016	7.086361	598.601331	0.001368	0.002273	0.000000	0.002720	1.0	1.6	1.1	5.6
453	-1.058740	-0.562713	-0.496043	0.000016	8.085848	578.031405	0.001838	0.005977	0.000000	0.007184	1.1	1.9	1.2	7.7
454	-1.048263	-0.585225	-0.463055	0.000016	7.293851	594.211557	0.001643	0.002387	0.000000	0.003398	1.1	1.9	1.5	6.4
455	-1.061479	-0.563926	-0.497570	0.000016	6.500400	611.355964	0.001583	0.002797	0.000000	0.003510	1.1	5.6	1.1	9.8
456	-1.026136	-0.570286	-0.455868	0.000017	7.500400	589.905181	0.001610	0.003994	0.000000	0.004862	1.0	1.7	1.2	5.8
457	-1.042820	-0.580354	-0.462484	0.000017	6.706742	606.802963	0.001306	0.002009	0.000000	0.002685	1.0	1.6	1.0	5.6
458	-1.036075	-0.554536	-0.481555	0.000016	6.702496	606.895988	0.001348	0.002217	0.000000	0.003099	1.1	1.7	1.1	5.8
459	-1.087370	-0.585909	-0.501479	0.000017	7.375638	592.498857	0.001302	0.002412	0.000000	0.003006	1.1	1.7	1.4	6.1
460	-1.073498	-0.578163	-0.495351	0.000016	8.371466	572.410432	0.001566	0.003021	0.000000	0.003631	1.1	1.7	1.4	6.2
461	-1.067287	-0.581768	-0.485535	0.000016	9.371446	553.563809	0.001372	0.002261	0.000000	0.002479	1.2	1.8	1.2	6.1
462	-1.061189	-0.580723	-0.480482	0.000016	10.371394	535.919235	0.001465	0.002435	0.000000	0.003183	1.1	1.8	1.1	5.9
463	-1.074076	-0.595987	-0.478106	0.000017	9.583303	549.729158	0.001376	0.002623	0.000000	0.002944	1.1	2.0	1.2	10.0
464	-1.069443	-0.569587	-0.499873	0.000017	8.789646	564.375066	0.001485	0.002427	0.000000	0.003078	1.1	1.7	1.1	7.7
465	-1.073872	-0.601534	-0.472354	0.000015	8.001211	579.718331	0.002266	0.002400	0.000000	0.002977	1.1	1.9	1.3	8.4
466	-1.066227	-0.574716	-0.491526	0.000016	8.768699	564.772194	0.001301	0.002153	0.000000	0.002694	1.1	1.8	1.3	7.1
467	-1.075808	-0.580203	-0.495622	0.000016	9.145187	557.718654	0.001457	0.001919	0.000000	0.003007	1.1	1.6	1.2	6.7
468	-1.092375	-0.608945	-0.483445	0.000016	9.125348	558.085950	0.001228	0.003014	0.000000	0.003530	1.0	1.8	1.2	6.2
469	-1.089317	-0.592286	-0.497046	0.000016	9.883484	544.385905	0.001363	0.002447	0.000000	0.002981	1.1	1.9	1.2	6.2
470	-1.103498	-0.607696	-0.495818	0.000016	9.089949	558.742503	0.001576	0.002576	0.000000	0.003274	1.2	1.8	1.2	6.1
471	-1.056343	-0.573130	-0.483230	0.000016	10.087643	540.810804	0.001139	0.002005	0.000000	0.002688	1.4	2.0	1.5	6.8
472	-1.062598	-0.586665	-0.475949	0.000016	10.824193	528.294099	0.001605	0.002580	0.000000	0.003134	1.2	2.0	1.4	6.8
473	-1.036219	-0.560431	-0.475805	0.000017	11.608037	515.594773	0.001435	0.002326	0.000000	0.002914	1.2	1.8	1.3	6.9
474	-1.016929	-0.541612	-0.475333	0.000016	12.158220	507.039691	0.001683	0.003633	0.000000	0.004535	1.2	1.8	1.4	7.9
475	-1.113940	-0.616574	-0.497383	0.000017	11.364562	519.473528	0.001613	0.002136	0.000000	0.002961	1.1	1.8	1.2	6.2
476	-1.055336	-0.584883	-0.470470	0.000017	10.578730	532.400549	0.001333	0.002029	0.000000	0.002929	1.1	1.7	1.3	6.3
477	-1.098399	-0.607032	-0.491384	0.000017	11.578415	516.063572	0.001269	0.001642	0.000000	0.002412	1.1	1.8	1.2	5.9
478	-1.035466	-0.576460	-0.459023	0.000017	12.100888	507.917903	0.001399	0.002137	0.000000	0.002733	1.4	1.5	1.2	6.1
479	-1.077835	-0.594607	-0.483245	0.000016	11.307654	520.388563	0.001631	0.002486	0.000000	0.003379	1.2	1.8	1.3	8.1
480	-1.077189	-0.605134	-0.472071	0.000016	12.086996	508.131159	0.001427	0.002663	0.000000	0.003100	1.0	1.7	1.1	5.8
481	-1.023232	-0.545060	-0.478190	0.000017	13.073078	493.425725	0.001186	0.001873	0.000000	0.002439	1.1	1.8	1.0	7.8
482	-1.074002	-0.594222	-0.479796	0.000016	13.721895	484.205525	0.001361	0.002349	0.000000	0.003233	1.2	1.9	1.3	8.4
483	-1.101043	-0.598818	-0.502241	0.000017	14.719200	470.686172	0.001155	0.002059	0.000000	0.002690	1.1	1.7	1.1	5.7
484	-1.072184	-0.571929	-0.500272	0.000017	15.718710	457.873752	0.001243	0.003239	0.000000	0.003371	1.1	1.9	1.1	6.0
485	-1.086741	-0.603099	-0.483659	0.000018	14.926124	467.975154	0.001582	0.001949	0.000000	0.002844	1.0	1.9	1.4	7.4
486	-1.113375	-0.602828	-0.510564	0.000016	14.280879	476.533853	0.001218	0.002147	0.000000	0.002328	1.2	1.8	1.1	6.1
487	-1.076402	-0.578239	-0.498179	0.000016	15.201690	464.412945	0.001199	0.002314	0.000000	0.002847	1.1	1.7	1.0	5.9
488	-1.056598	-0.564570	-0.492043	0.000016	14.637439	471.766031	0.001146	0.002317	0.000000	0.002716	1.4	1.7	1.0	6.0
489	-1.071648	-0.586916	-0.484750	0.000018	13.845473	482.488313	0.001195	0.002314	0.000000	0.002778	1.1	1.8	1.3	6.1
490	-1.088645	-0.584822	-0.503840	0.000017	14.842730	469.063973	0.001985	0.002423	0.000000	0.003141	1.2	1.6	1.0	8.2
491	-1.099036	-0.608060	-0.490993	0.000017	14.718156	470.699929	0.001237	0.002541	0.000000	0.003211	1.2	1.7	1.1	5.9
492	-1.114584	-0.603362	-0.511238	0.000016	14.061589	479.514297	0.001380	0.002301	0.000000	0.003079	1.1	1.7	1.2	6.8
493	-1.055668	-0.586651	-0.469034	0.000017	15.061580	466.217328	0.001437	0.002349	0.000000	0.002854	1.1	1.7	1.2	7.3
494	-1.064300	-0.575077	-0.489240	0.000017	16.061579	453.637809	0.001322	0.002671	0.000000	0.002993	1.1	1.9	1.4	8.5
495	-1.132742	-0.615772	-0.516987	0.000017	15.267922	463.564842	0.001489	0.002426	0.000000	0.002974	1.6	2.6	1.5	7.7
496	-1.007076	-0.559761	-0.447333	0.000018	16.214663	451.771747	0.001456	0.002404	0.000000	0.003019	1.0	1.7	1.2	8.2
497	-1.071536	-0.568729	-0.502824	0.000017	17.214663	439.949799	0.001260	0.002252	0.000000	0.002550	1.1	1.9	1.2	7.5
498	-1.065054	-0.565660	-0.499411	0.000017	18.209361	428.788763	0.001321	0.002338	0.000000	0.003058	1.0	1.8	1.2	5.9
499	-1.078848	-0.582438	-0.496427	0.000017	18.697454	423.516663	0.001296	0.002881	0.000000	0.003629	1.1	1.8	1.3	7.7
500	-1.050902	-0.577675	-0.473244	0.000017	18.468155	425.977179	0.001811	0.002497	0.000000	0.003086	1.2	1.7	1.2	6.1
501	-1.051754	-0.583421	-0.468350	0.000017	19.219046	418.024168	0.001020	0.002285	0.000000	0.002719	1.1	1.7	1.2	6.0
502	-1.081803	-0.586579	-0.495241	0.000016	20.219012	407.882980	0.001171	0.002701	0.000000	0.003100	1.1	1.9	1.2	6.2
503	-1.112743	-0.606374	-0.506385	0.000017	21.217453	398.236558	0.001276	0.002752	0.000000	0.003346	1.2	1.7	1.4	8.2
504	-1.100460	-0.609751	-0.490727	0.000017	21.546032	395.161018	0.001481	0.002512	0.000000	0.003472	1.2	1.9	1.2	6.6
505	-1.045270	-0.569249	-0.476038	0.000017	22.546032	386.086459	0.001491	0.002435	0.000000	0.002682	3.6	2.1	1.4	9.2
506	-1.058411	-0.573645	-0.484782	0.000016	23.517836	377.658366	0.001334	0.002820	0.000000	0.003123	1.1	2.2	1.5	6.7
507	-1.080797	-0.590942	-0.489872	0.000017	22.738687	384.385869	0.001491	0.003788	0.000000	0.004624	1.1	1.7	1.1	6.2
508	-1.079124	-0.583413	-0.495728	0.000016	23.736145	375.815425	0.001396	0.002317	0.000000	0.003173	1.1	1.8	1.0	6.6
509	-1.079064	-0.590106	-0.488975	0.000017	22.946034	382.572255	0.001217	0.002102	0.000000	0.002934	1.2	1.7	1.3	7.8
510	-1.065894	-0.587565	-0.478347	0.000017	23.796587	375.308353	0.001409	0.002044	0.000000	0.002864	1.2	1.8	1.3	7.9
511	-1.055263	-0.563083	-0.492197	0.000017	24.410432	370.235045	0.001402	0.002269	0.000000	0.002834	1.2	1.9	1.4	6.5
512	-1.073916	-0.589305	-0.484628	0.000017	24.457353	369.852893	0.001220	0.002820	0.000000	0.003637	1.0	1.7	1.3	6.2
513	-1.015295	-0.542624	-0.472688	0.000017	25.457328	361.891956	0.001232	0.002054	0.000000	0.002761	1.2	1.8	1.4	6.2
514	-1.084995	-0.577197	-0.507815	0.000017	24.671977	368.114862	0.001256	0.002635	0.000000	0.003195	1.2	2.0	1.3	6.6
515	-1.116651	-0.598491	-0.518177	0.000017	24.625921	368.486442	0.001203	0.002758	0.000000	0.003248	1.1	2.0	1.3	8.4
516	-1.104881	-0.611722	-0.493177	0.000018	25.625921	360.583408	0.001285	0.002159	0.000000	0.002830	1.1	2.0	1.2	6.3
517	-1.040757	-0.576928	-0.463846	0.000017	26.625699	353.013895	0.001502	0.002288	0.000000	0.003241	1.1	1.9	1.2	6.6
518	-1.049240	-0.565182	-0.484075	0.000017	27.483467	346.768382	0.001392	0.002292	0.000000	0.003111	1.1	1.7	1.3	7.8
519	-1.052393	-0.574655	-0.477755	0.000017	28.483374	339.761257	0.001419	0.002473	0.000000	0.003441	1.2	1.9	1.3	10.1
520	-1.064457	-0.581220	-0.483255	0.000017	27.689866	345.298409	0.001395	0.002411	0.000000	0.003308	1.0	1.8	1.3	7.4
521	-1.076721	-0.593558	-0.483181	0.000019	26.916777	350.869457	0.001569	0.001881	0.000000	0.003006	1.2	2.1	1.4	6.6
522	-1.068278	-0.574580	-0.493715	0.000018	27.180219	348.950955	0.001421	0.003177	0.000000	0.004068	1.1	2.0	1.4	7.4
523	-1.122020	-0.614505	-0.507533	0.000017	28.179018	341.863952	0.001640	0.002641	0.000000	0.003525	1.1	1.8	1.3	8.2
524	-1.099843	-0.600335	-0.499525	0.000017	29.028480	336.059250	0.001278	0.002089	0.000000	0.002767	1.2	2.0	1.4	6.6
525	-1.088401	-0.586890	-0.501528	0.000017	28.287331	341.112674	0.001166	0.002138	0.000000	0.002680	1.2	1.8	1.1	6.1
526	-1.082254	-0.601174	-0.481098	0.000018	27.839177	344.242767	0.001296	0.002237	0.000000	0.002935	1.1	1.8	1.1	5.9
527	-1.063524	-0.593966	-0.469575	0.000017	28.617518	338.842692	0.001210	0.002190	0.000000	0.002899	1.3	1.7	1.2	7.9
528	-1.090898	-0.590578	-0.500337	0.000017	28.073558	342.598625	0.001601	0.003624	0.000000	0.004630	1.1	1.9	1.1	6.3
529	-1.061797	-0.586313	-0.475501	0.000018	27.324273	347.910737	0.001320	0.002291	0.000000	0.002996	1.1	1.7	1.0	5.9
530	-1.019927	-0.557199	-0.462746	0.000018	26.555977	353.531450	0.001584	0.002920	0.000000	0.003783	1.0	1.8	1.2	7.8
531	-1.038047	-0.562725	-0.475338	0.000017	27.532790	346.415968	0.001609	0.002435	0.000000	0.002795	1.3	1.7	1.1	6.1
532	-1.068139	-0.578254	-0.489902	0.000018	26.739140	352.175034	0.001531	0.003444	0.000000	0.003152	1.1	1.7	1.1	5.8
533	-1.084163	-0.590260	-0.493920	0.000017	27.321058	347.933886	0.001209	0.002220	0.000000	0.002873	1.0	1.7	1.3	7.5
534	-1.104190	-0.603167	-0.501040	0.000017	28.301080	341.017550	0.001247	0.002730	0.000000	0.003443	4.9	1.8	1.2	9.9
535	-1.077000	-0.590995	-0.486023	0.000018	29.287107	334.330894	0.001197	0.001965	0.000000	0.002822	1.1	1.7	1.3	6.1
536	-1.062655	-0.583001	-0.479673	0.000018	30.286786	327.814134	0.001650	0.001907	0.000000	0.002314	1.1	1.6	1.1	5.8
537	-1.105757	-0.603131	-0.502643	0.000017	30.792569	324.612848	0.001486	0.002375	0.000000	0.002983	1.1	1.6	1.1	8.1
538	-1.098744	-0.600706	-0.498055	0.000017	30.056694	329.291463	0.001264	0.002237	0.000000	0.002920	1.1	1.7	1.1	5.9
539	-1.030407	-0.568997	-0.461427	0.000017	30.970877	323.499129	0.001221	0.002745	0.000000	0.003362	1.0	1.8	1.1	5.8
540	-1.071149	-0.594680	-0.476486	0.000018	31.127335	322.528157	0.001422	0.002051	0.000000	0.003027	1.1	1.6	2.0	6.7
541	-1.035392	-0.566644	-0.468765	0.000017	30.379528	327.222416	0.001396	0.002013	0.000000	0.002563	1.4	1.6	1.1	6.1
542	-1.080977	-0.591793	-0.489201	0.000017	31.264622	321.680950	0.001467	0.002142	0.000000	0.002888	1.2	1.6	1.0	5.8
543	-1.082064	-0.595843	-0.486238	0.000017	32.123568	316.479745	0.001639	0.002788	0.000000	0.003258	1.4	1.7	1.0	6.5
544	-1.090981	-0.588854	-0.502144	0.000017	32.452756	314.530711	0.001531	0.002500	0.000000	0.003409	1.1	1.7	1.3	7.8
545	-1.089421	-0.598173	-0.491266	0.000018	31.659111	319.271119	0.001217	0.003132	0.000000	0.003760	1.1	1.8	1.3	6.2
546	-1.074408	-0.586916	-0.487509	0.000017	32.644563	313.406101	0.002056	0.002444	0.000000	0.003403	1.2	1.6	1.1	5.9
547	-1.086548	-0.575591	-0.510973	0.000017	33.578131	308.045241	0.001160	0.001949	0.000000	0.002520	1.2	1.7	1.3	6.2
548	-1.107969	-0.603649	-0.504338	0.000018	33.023209	311.209451	0.001410	0.002306	0.000000	0.003182	1.3	2.6	1.1	10.3
549	-1.055202	-0.551344	-0.503875	0.000017	33.073702	310.918851	0.001664	0.005401	0.000000	0.004899	1.2	2.1	1.4	8.3
